Ticker,Name,Sector,CapitalExpenditure_2024Q2,CapitalExpenditure_2024Q3,CapitalExpenditure_2024Q4,CapitalExpenditure_2025Q1,CashAndSTInvestments_2024Q2,CashAndSTInvestments_2024Q3,CashAndSTInvestments_2024Q4,CashAndSTInvestments_2025Q1,CashFromOps_2024Q2,CashFromOps_2024Q3,CashFromOps_2024Q4,CashFromOps_2025Q1,CostOfRevenue_2024Q2,CostOfRevenue_2024Q3,CostOfRevenue_2024Q4,CostOfRevenue_2025Q1,CurrentAssets_2024Q2,CurrentAssets_2024Q3,CurrentAssets_2024Q4,CurrentAssets_2025Q1,CurrentLiabilities_2024Q2,CurrentLiabilities_2024Q3,CurrentLiabilities_2024Q4,CurrentLiabilities_2025Q1,EPS_2024Q2,EPS_2024Q3,EPS_2024Q4,EPS_2025Q1,Exchange,IncomeTaxExpense_2024Q2,IncomeTaxExpense_2024Q3,IncomeTaxExpense_2024Q4,IncomeTaxExpense_2025Q1,InterestExpense_2024Q2,InterestExpense_2024Q3,InterestExpense_2024Q4,InterestExpense_2025Q1,Location,LongTermDebt_2024Q2,LongTermDebt_2024Q3,LongTermDebt_2024Q4,LongTermDebt_2025Q1,Market Value,NetIncome_2024Q2,NetIncome_2024Q3,NetIncome_2024Q4,NetIncome_2025Q1,OperatingIncome_2024Q2,OperatingIncome_2024Q3,OperatingIncome_2024Q4,OperatingIncome_2025Q1,OtherOperatingExpense_2024Q2,OtherOperatingExpense_2024Q3,OtherOperatingExpense_2024Q4,OtherOperatingExpense_2025Q1,Revenue_2024Q2,Revenue_2024Q3,Revenue_2024Q4,Revenue_2025Q1,TotalAssets_2024Q2,TotalAssets_2024Q3,TotalAssets_2024Q4,TotalAssets_2025Q1,TotalDebt_2024Q2,TotalDebt_2024Q3,TotalDebt_2024Q4,TotalDebt_2025Q1,TotalEquity_2024Q2,TotalEquity_2024Q3,TotalEquity_2024Q4,TotalEquity_2025Q1,TotalLiabilities_2024Q2,TotalLiabilities_2024Q3,TotalLiabilities_2024Q4,TotalLiabilities_2025Q1,GDP_2024Q1,GDP_2024Q2,GDP_2024Q3,GDP_2024Q4,GDP_2025Q1,GDPReal_2024Q1,GDPReal_2024Q2,GDPReal_2024Q3,GDPReal_2024Q4,GDPReal_2025Q1,Unemployment_2024Q1,Unemployment_2024Q2,Unemployment_2024Q3,Unemployment_2024Q4,Unemployment_2025Q1,InterestRate_2024Q1,InterestRate_2024Q2,InterestRate_2024Q3,InterestRate_2024Q4,InterestRate_2025Q1,IndustrialProd_2024Q1,IndustrialProd_2024Q2,IndustrialProd_2024Q3,IndustrialProd_2024Q4,IndustrialProd_2025Q1,Inflation_2024Q1,Inflation_2024Q2,Inflation_2024Q3,Inflation_2024Q4,Inflation_2025Q1,Market Cap
VCYT,VERACYTE INC,Health Care,-2770000.0,-2242000.0,-4141000.0,-1819000.0,235915000.0,274079000.0,239087000.0,186120000.0,29575000.0,29963000.0,24524000.0,5362000.0,36515000.0,36850000.0,39878000.0,34965000.0,321106000.0,356854000.0,372267000.0,383152000.0,72339000.0,70313000.0,78633000.0,75125000.0,0.07,0.19,0.06,0.09,NASDAQ,-353000.0,-468000.0,895000.0,-214000.0,1000.0,1000.0,0.0,,1,13553000.0,12400000.0,43237000.0,43092000.0,622992.8,5734000.0,15155000.0,5113000.0,7047000.0,5463000.0,12670000.0,6034000.0,1164000.0,72450000.0,66340000.0,72720000.0,78344000.0,114428000.0,115860000.0,118632000.0,114473000.0,1234327000.0,1275021000.0,1300035000.0,1315411000.0,20738000.0,19694000.0,50737000.0,50501000.0,1132523000.0,1176042000.0,1175966000.0,1194936000.0,101804000.0,98979000.0,124069000.0,120475000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
AFG,AMERICAN FINANCIAL GROUP INC,Financials,4000000.0,3000000.0,4000000.0,3000000.0,1121000000.0,1322000000.0,1406000000.0,1276000000.0,-88000000.0,459000000.0,674000000.0,342000000.0,1886000000.0,2363000000.0,2148000000.0,1843000000.0,,,,,,,,,2.49,2.156727,3.03,1.84,New York Stock Exchange Inc.,62000000.0,48000000.0,65000000.0,43000000.0,19000000.0,19000000.0,19000000.0,19000000.0,1,1475000000.0,1475000000.0,1475000000.0,1476000000.0,2446495.2,209000000.0,181000000.0,255000000.0,154000000.0,,,,,77000000.0,88000000.0,78000000.0,77000000.0,1886000000.0,2363000000.0,2148000000.0,1843000000.0,29913000000.0,32591000000.0,30836000000.0,30294000000.0,1475000000.0,1475000000.0,1475000000.0,1476000000.0,4384000000.0,4708000000.0,4466000000.0,4392000000.0,25529000000.0,27883000000.0,26370000000.0,25902000000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
UTHR,UNITED THERAPEUTICS CORP,Health Care,-45100000.0,-76500000.0,-86700000.0,-74900000.0,1355700000.0,1553900000.0,1697200000.0,1899900000.0,232200000.0,377200000.0,341200000.0,461200000.0,77800000.0,83100000.0,75900000.0,92500000.0,3619500000.0,4000400000.0,3873900000.0,3939800000.0,832300000.0,873400000.0,738100000.0,721500000.0,5.85,6.39,6.19,6.63,NASDAQ,77200000.0,79500000.0,95200000.0,101300000.0,11600000.0,10100000.0,7900000.0,6100000.0,1,100000000.0,,,,4527973.47,278100000.0,309100000.0,301300000.0,322200000.0,319900000.0,408200000.0,363700000.0,382800000.0,317200000.0,257600000.0,296300000.0,319100000.0,714900000.0,748900000.0,735900000.0,794400000.0,6723200000.0,7123100000.0,7364000000.0,7743900000.0,500000000.0,400000000.0,300000000.0,200000000.0,5697200000.0,6100900000.0,6444000000.0,6807200000.0,1026000000.0,1022200000.0,920000000.0,936700000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
OZK,BANK OZK,Financials,-29021000.0,-18907000.0,-32602000.0,-26494000.0,2568813000.0,2678726000.0,2781101000.0,2377689000.0,164449000.0,276889000.0,153591000.0,268842000.0,416776000.0,423003000.0,412340000.0,409234000.0,,,,,,,,,1.52,1.55,,1.47,NASDAQ,52778000.0,54953000.0,52831000.0,51892000.0,279842000.0,292654000.0,283237000.0,261228000.0,1,870759000.0,621057000.0,883040000.0,763028000.0,1550160.91,177543000.0,181194000.0,182181000.0,171959000.0,,,,,279842000.0,292654000.0,283237000.0,261228000.0,416776000.0,423003000.0,412340000.0,409234000.0,36836173000.0,37441804000.0,38258852000.0,39165415000.0,870759000.0,621057000.0,883040000.0,763028000.0,5408785000.0,5593555000.0,5706194000.0,5831719000.0,31427388000.0,31848249000.0,32552658000.0,33333696000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
LOPE,GRAND CANYON EDUCATION INC,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NASDAQ,,,,,,,,,1,,,,,1640504.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
BOKF,BOK FINANCIAL CORP,Financials,388646000.0,77609000.0,438267000.0,-178605000.0,1076163000.0,1476040000.0,1434701000.0,1416695000.0,463545000.0,246683000.0,541006000.0,20259000.0,547193000.0,507252000.0,432672000.0,495328000.0,5212791000.0,5139725000.0,4899090000.0,5851752000.0,,,,,2.54,2.18,2.12,1.86,NASDAQ,47303000.0,33313000.0,39280000.0,34992000.0,375796000.0,372191000.0,326079000.0,302319000.0,1,6644972000.0,4844542000.0,3143695000.0,3252049000.0,678791.0,163713000.0,139999000.0,136154000.0,119777000.0,,,,,375796000.0,372191000.0,326079000.0,302319000.0,547193000.0,507252000.0,432672000.0,495328000.0,50403457000.0,50081985000.0,49685892000.0,50472189000.0,6644972000.0,4844542000.0,3143695000.0,3252049000.0,5231970000.0,5615198000.0,5550957000.0,5774378000.0,45171487000.0,44466787000.0,44134935000.0,44697811000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
ZS,ZSCALER INC,Information Technology,,-67239000.0,-39454000.0,-36005000.0,,1423080000.0,1553645000.0,1758506000.0,,203557000.0,331335000.0,179433000.0,,130205000.0,141462000.0,148498000.0,,3396617000.0,3393780000.0,3665206000.0,,3112887000.0,2963610000.0,3048866000.0,,-0.1,-0.08,-0.05,NASDAQ,,9774000.0,7637000.0,-8813000.0,,3604000.0,3143000.0,1357000.0,1,1137687000.0,,,,6938554.5,,-14878000.0,-12051000.0,-7724000.0,,-26950000.0,-30667000.0,-40140000.0,,489613000.0,517160000.0,539542000.0,,592868000.0,627955000.0,647900000.0,,4704968000.0,4709002000.0,5005968000.0,,1237965000.0,1237337000.0,1238342000.0,,1274102000.0,1428545000.0,1607346000.0,,3430866000.0,3280457000.0,3398622000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
MAC,MACERICH REIT,Real Estate,,148558000.0,509293000.0,,70692000.0,116475000.0,89858000.0,253248000.0,67431000.0,100047000.0,54872000.0,88491000.0,99486000.0,103833000.0,123040000.0,117165000.0,324310000.0,363260000.0,334669000.0,474785000.0,564565000.0,586098000.0,660083000.0,638435000.0,1.16,-0.5,-0.89,-0.2,New York Stock Exchange Inc.,258000.0,545000.0,-879000.0,-822000.0,55466000.0,,,69074000.0,1,4544670000.0,4342216000.0,4992848000.0,5232196000.0,1154807.0,252007000.0,-108189000.0,-211210000.0,-50123000.0,37363000.0,37082000.0,61686000.0,31885000.0,78672000.0,79309000.0,88950000.0,100174000.0,215521000.0,220224000.0,273676000.0,249224000.0,7777706000.0,7590463000.0,8567039000.0,8680059000.0,4624401000.0,4415249000.0,5064531000.0,5297701000.0,2588740000.0,2589116000.0,2842425000.0,2743923000.0,5188966000.0,5001347000.0,5724614000.0,5936136000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
GOGO,GOGO INC,Communication,-6527000.0,-8196000.0,-8161000.0,-6169000.0,161550000.0,176678000.0,41765000.0,70282000.0,24949000.0,25134000.0,-38319000.0,32472000.0,35303000.0,34216000.0,63427000.0,123373000.0,344937000.0,347414000.0,323093000.0,354275000.0,87365000.0,97014000.0,182028000.0,192167000.0,0.01,0.08,-0.22,0.09,NASDAQ,132000.0,1522000.0,-8187000.0,6943000.0,13974000.0,13779000.0,14872000.0,18649000.0,1,585060000.0,583864000.0,831581000.0,832035000.0,185704.11,839000.0,10630000.0,-28213000.0,12042000.0,21681000.0,19071000.0,-24155000.0,35187000.0,45075000.0,47242000.0,98527000.0,71747000.0,102059000.0,100529000.0,137799000.0,230307000.0,802677000.0,810737000.0,1229231000.0,1238388000.0,672341000.0,670295000.0,914935000.0,912399000.0,52011000.0,52724000.0,69324000.0,82948000.0,750666000.0,758013000.0,1159907000.0,1155440000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
AVD,AMER VANGUARD CORP,Materials,-2883000.0,,-1241000.0,-458000.0,17949000.0,11880000.0,12514000.0,11805000.0,-13250000.0,19508000.0,33772000.0,-20576000.0,90446000.0,101014000.0,142804000.0,85609000.0,477581000.0,425105000.0,378893000.0,377848000.0,214928000.0,225304000.0,232350000.0,213065000.0,-0.42,-0.91,,-0.3,New York Stock Exchange Inc.,-1553000.0,-7024000.0,12975000.0,387000.0,3880000.0,4218000.0,4901000.0,3531000.0,1,211254000.0,178749000.0,147332000.0,167498000.0,47610.88,-11721000.0,-25742000.0,-90429000.0,-8462000.0,77000.0,-20249000.0,-17086000.0,-4310000.0,37686000.0,37542000.0,39929000.0,34501000.0,128209000.0,118307000.0,165647000.0,115800000.0,807455000.0,759458000.0,636721000.0,631588000.0,234601000.0,200927000.0,167807000.0,186558000.0,353225000.0,327908000.0,233110000.0,227354000.0,454230000.0,431550000.0,403611000.0,404234000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Nano-Cap
KYMR,KYMERA THERAPEUTICS INC,Health Care,-4689000.0,,-936000.0,-467000.0,67612000.0,110718000.0,120256000.0,89966000.0,-42936000.0,-50190000.0,-61784000.0,-79150000.0,25650000.0,3741000.0,7394000.0,22100000.0,525407000.0,568715000.0,510268000.0,500951000.0,62143000.0,66532000.0,67767000.0,58989000.0,-0.58,-0.82,-0.88,-0.82,NASDAQ,-42062000.0,-62487000.0,-70752000.0,-65581000.0,61000.0,60000.0,59000.0,72000.0,1,75765000.0,75380000.0,74649000.0,73090000.0,542227.8,-42062000.0,-62487000.0,-70752000.0,-65581000.0,-50925000.0,-72124000.0,-80755000.0,-74426000.0,76575000.0,75865000.0,88149000.0,96526000.0,25650000.0,3741000.0,7394000.0,22100000.0,826021000.0,1034842000.0,978035000.0,918312000.0,88181000.0,88231000.0,87761000.0,86330000.0,684924000.0,892930000.0,835619000.0,786233000.0,141097000.0,141912000.0,142416000.0,132079000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
MUR,MURPHY OIL CORP,Energy,-267791000.0,-216413000.0,-174875000.0,-369785000.0,333619000.0,271223000.0,423569000.0,392914000.0,467652000.0,428987000.0,433560000.0,300681000.0,531628000.0,493956000.0,488992000.0,448090000.0,757448000.0,629615000.0,785279000.0,771411000.0,927632000.0,884833000.0,942814000.0,1008523000.0,0.83,0.93,0.34,0.5,New York Stock Exchange Inc.,32676000.0,2122000.0,13417000.0,32722000.0,20986000.0,21258000.0,43661000.0,23523000.0,1,1279310000.0,1279324000.0,1274502000.0,1474828000.0,969771.81,127739000.0,139094000.0,50336000.0,73036000.0,192975000.0,184367000.0,120339000.0,159563000.0,76404000.0,74846000.0,60243000.0,65077000.0,801007000.0,753169000.0,669574000.0,672730000.0,9893718000.0,9716419000.0,9667479000.0,9820323000.0,2179872000.0,2153466000.0,2065962000.0,2202322000.0,5502548000.0,5405175000.0,5341843000.0,5277279000.0,4391170000.0,4311244000.0,4325636000.0,4543044000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
FATE,FATE THERAPEUTICS INC,Health Care,-51000.0,-495000.0,-98000.0,-1196000.0,36917000.0,37909000.0,36056000.0,44920000.0,-32306000.0,-29419000.0,-27799000.0,-33809000.0,6772000.0,3074000.0,1860000.0,1629000.0,319388000.0,310294000.0,291909000.0,248217000.0,34793000.0,37422000.0,38522000.0,28159000.0,-0.33,-0.4,-0.44,-0.32,NASDAQ,-38427000.0,-47678000.0,-52153000.0,-37621000.0,4827000.0,4438000.0,3874000.0,3336000.0,1,93918000.0,92085000.0,77849000.0,76785000.0,19587.4,-38427000.0,-47678000.0,-52153000.0,-37621000.0,-45083000.0,-52377000.0,-47011000.0,-41280000.0,51855000.0,55451000.0,48871000.0,42909000.0,6772000.0,3074000.0,1860000.0,1629000.0,528817000.0,494970000.0,440694000.0,398670000.0,100562000.0,98978000.0,85265000.0,83329000.0,396982000.0,362326000.0,318726000.0,288409000.0,131835000.0,132644000.0,121968000.0,110261000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Nano-Cap
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Industrials,-180756000.0,-219732000.0,-226757000.0,-132473000.0,186473000.0,166348000.0,218261000.0,209480000.0,273425000.0,214041000.0,274322000.0,109429000.0,1580794000.0,1617368000.0,1594337000.0,1578162000.0,1450215000.0,1437623000.0,1448741000.0,1454857000.0,1650100000.0,1429520000.0,1706751000.0,1648608000.0,0.13,0.19,0.43,0.19,New York Stock Exchange Inc.,30374000.0,32220000.0,33582000.0,34366000.0,40482000.0,44398000.0,45042000.0,40203000.0,1,1745160000.0,2187476000.0,1677313000.0,1692548000.0,1841989.49,20300000.0,30464000.0,69497000.0,30639000.0,69337000.0,82428000.0,86098000.0,66691000.0,196523000.0,176880000.0,183846000.0,179509000.0,1846654000.0,1876676000.0,1864281000.0,1824362000.0,12570325000.0,12824781000.0,12698532000.0,12606072000.0,3115620000.0,3367216000.0,3277291000.0,3213570000.0,7070353000.0,7066216000.0,7116805000.0,7122805000.0,5499972000.0,5758565000.0,5581727000.0,5483267000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
NOG,NORTHERN OIL AND GAS INC,Energy,-223199000.0,-356361000.0,-705232000.0,-260558000.0,7778000.0,34356000.0,8933000.0,33576000.0,340477000.0,385761000.0,290278000.0,407426000.0,326060000.0,307230000.0,363878000.0,355799000.0,413667000.0,518923000.0,500743000.0,521612000.0,465569000.0,420288000.0,544270000.0,564318000.0,1.36,2.96,0.71,1.39,New York Stock Exchange Inc.,42746000.0,98777000.0,16140000.0,46805000.0,37696000.0,36837000.0,45259000.0,43850000.0,1,1874909000.0,1953099000.0,2369294000.0,2310500000.0,630646.74,138556000.0,298446000.0,71699000.0,138982000.0,222364000.0,195790000.0,166859000.0,207520000.0,15770000.0,12468000.0,18464000.0,17018000.0,564194000.0,515488000.0,549201000.0,580337000.0,4724664000.0,5055327000.0,5603822000.0,5674614000.0,1874909000.0,1953099000.0,2369294000.0,2310500000.0,2068307000.0,2313502000.0,2320435000.0,2402081000.0,2656357000.0,2741825000.0,3283387000.0,3272533000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
MBI,MBIA INC,Financials,179000000.0,-79000000.0,71000000.0,5000000.0,197000000.0,74000000.0,87000000.0,63000000.0,-10000000.0,-139000000.0,3000000.0,-43000000.0,-37000000.0,29000000.0,37000000.0,14000000.0,,,,,,,,,-5.34,-1.18,,-1.28,New York Stock Exchange Inc.,0.0,0.0,0.0,0.0,53000000.0,53000000.0,50000000.0,50000000.0,1,3132000000.0,3183000000.0,3224000000.0,3260000000.0,118212.51,-255000000.0,-56000000.0,-48000000.0,-62000000.0,,,,,20000000.0,15000000.0,23000000.0,17000000.0,-37000000.0,29000000.0,37000000.0,14000000.0,2304000000.0,2230000000.0,2168000000.0,2132000000.0,3132000000.0,3183000000.0,3224000000.0,3260000000.0,-1985000000.0,-1988000000.0,-2076000000.0,-2113000000.0,4289000000.0,4218000000.0,4244000000.0,4245000000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
HHH,HOWARD HUGHES HOLDINGS INC,Real Estate,-176000.0,-289000.0,-1216000.0,-283000.0,436758000.0,400728000.0,596083000.0,493657000.0,-17533000.0,248270000.0,337094000.0,-224924000.0,122443000.0,149740000.0,666579000.0,91544000.0,1846661000.0,1651916000.0,1775169000.0,1661336000.0,592241000.0,631429000.0,587642000.0,514954000.0,0.42,1.46,3.25,0.21,New York Stock Exchange Inc.,13542000.0,10195000.0,62948000.0,3436000.0,39611000.0,43802000.0,42329000.0,41094000.0,1,5511985000.0,5298760000.0,5127469000.0,5249065000.0,598988.04,21092000.0,72770000.0,156318000.0,10533000.0,88464000.0,195174000.0,245562000.0,34201000.0,72561000.0,-17767000.0,71449000.0,73583000.0,283468000.0,327147000.0,983590000.0,199328000.0,9903491000.0,9438588000.0,9211236000.0,9289379000.0,5564895000.0,5304524000.0,5132925000.0,5254485000.0,3036719000.0,2680313000.0,2841774000.0,2855060000.0,6866772000.0,6758275000.0,6369462000.0,6434319000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
BFA,BROWN FORMAN CORP CLASS A,Consumer Staples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York Stock Exchange Inc.,,,,,,,,,1,,,,,400085.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
CSR,CENTERSPACE,Real Estate,,104830000.0,-147000.0,,,,,,22861000.0,32319000.0,18665000.0,25429000.0,27411000.0,28901000.0,28661000.0,29164000.0,,,,,,,,,-0.19,-0.4,-0.31,-0.22,New York Stock Exchange Inc.,-1663000.0,-1951000.0,-5786000.0,-4181000.0,9332000.0,8946000.0,9795000.0,9635000.0,1,,,,,276391.44,-1136000.0,-888000.0,-4919000.0,-3574000.0,7702000.0,5938000.0,5247000.0,5278000.0,29930000.0,30186000.0,32501000.0,32651000.0,65043000.0,65025000.0,66409000.0,67093000.0,,,,,,,,,,,,,,,,,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
TROX,TRONOX HOLDINGS PLC,Materials,-76000000.0,-101000000.0,-117000000.0,-110000000.0,201000000.0,167000000.0,151000000.0,138000000.0,160000000.0,87000000.0,82000000.0,-32000000.0,670000000.0,676000000.0,559000000.0,639000000.0,2226000000.0,2219000000.0,2155000000.0,2193000000.0,746000000.0,817000000.0,874000000.0,961000000.0,0.1,-0.16,-0.19,-0.7,New York Stock Exchange Inc.,45000000.0,26000000.0,45000000.0,5000000.0,42000000.0,42000000.0,31000000.0,42000000.0,1,2781000000.0,2767000000.0,2759000000.0,2753000000.0,141183.68,16000000.0,-25000000.0,-30000000.0,-111000000.0,76000000.0,54000000.0,48000000.0,25000000.0,74000000.0,74000000.0,69000000.0,74000000.0,820000000.0,804000000.0,676000000.0,738000000.0,6096000000.0,6191000000.0,6038000000.0,6069000000.0,2930000000.0,2940000000.0,2990000000.0,3103000000.0,1931000000.0,1946000000.0,1791000000.0,1706000000.0,4165000000.0,4245000000.0,4247000000.0,4363000000.0,28708.161,29147.044,29511.664,29825.182,30042.113,23082.119,23286.508,23478.57,23586.542,23548.21,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
