Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,Equity,"515,117.40",0,"515,117.40","2,503.00",205.8,United States,New York Stock Exchange Inc.,USD
CASH,PATHWARD FINANCIAL INC,Financials,Equity,"513,624.14",0,"513,624.14","6,553.00",78.38,United States,NASDAQ,USD
PRGS,PROGRESS SOFTWARE CORP,Information Technology,Equity,"514,873.72",0,"514,873.72","11,654.00",44.18,United States,NASDAQ,USD
OFG,OFG BANCORP,Financials,Equity,"511,661.90",0,"511,661.90","11,285.00",45.34,United States,New York Stock Exchange Inc.,USD
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,Equity,"512,420.70",0,"512,420.70","15,027.00",34.1,United States,NASDAQ,USD
HMN,HORACE MANN EDUCATORS CORP,Financials,Equity,"512,756.24",0,"512,756.24","10,919.00",46.96,United States,New York Stock Exchange Inc.,USD
STC,STEWART INFO SERVICES CORP,Financials,Equity,"510,166.08",0,"510,166.08","6,896.00",73.98,United States,New York Stock Exchange Inc.,USD
ANIP,ANI PHARMACEUTICALS INC,Health Care,Equity,"509,184.00",0,"509,184.00","5,304.00",96,United States,NASDAQ,USD
CUBI,CUSTOMERS BANCORP INC,Financials,Equity,"509,308.80",0,"509,308.80","7,280.00",69.96,United States,New York Stock Exchange Inc.,USD
UPWK,UPWORK INC,Industrials,Equity,"507,058.04",0,"507,058.04","30,218.00",16.78,United States,NASDAQ,USD
MTX,MINERALS TECHNOLOGIES INC,Materials,Equity,"507,615.21",0,"507,615.21","8,023.00",63.27,United States,New York Stock Exchange Inc.,USD
BWIN,BALDWIN INSURANCE GROUP INC CLASS,Financials,Equity,"505,828.88",0,"505,828.88","16,171.00",31.28,United States,NASDAQ,USD
BBT,BEACON FINANCIAL CORP,Financials,Equity,"505,832.00",0,"505,832.00","19,088.00",26.5,United States,New York Stock Exchange Inc.,USD
WOR,WORTHINGTON ENTERPRISES INC,Industrials,Equity,"505,886.40",0,"505,886.40","7,740.00",65.36,United States,New York Stock Exchange Inc.,USD
BLX,BANCO LATINOAMERICANO DE COMERCIO,Financials,Equity,"506,302.50",0,"506,302.50","10,830.00",46.75,Panama,New York Stock Exchange Inc.,USD
FIVN,FIVE9 INC,Information Technology,Equity,"506,432.80",0,"506,432.80","19,256.00",26.3,United States,NASDAQ,USD
CSGS,CSG SYSTEMS INTERNATIONAL INC,Industrials,Equity,"504,165.24",0,"504,165.24","7,802.00",64.62,United States,NASDAQ,USD
PRCH,PORCH GROUP INC,Information Technology,Equity,"500,787.05",0,"500,787.05","27,899.00",17.95,United States,NASDAQ,USD
ROCK,GIBRALTAR INDUSTRIES INC,Industrials,Equity,"501,215.25",0,"501,215.25","8,075.00",62.07,United States,NASDAQ,USD
TIC,ACUREN CORPORATION CORP,Industrials,Equity,"498,361.38",0,"498,361.38","43,986.00",11.33,United States,New York Stock Exchange Inc.,USD
ALG,ALAMO GROUP INC,Industrials,Equity,"499,635.15",0,"499,635.15","2,373.00",210.55,United States,New York Stock Exchange Inc.,USD
FL,FOOT LOCKER INC,Consumer Discretionary,Equity,"496,845.60",0,"496,845.60","20,616.00",24.1,United States,New York Stock Exchange Inc.,USD
KWR,QUAKER HOUGHTON CORP,Materials,Equity,"497,059.86",0,"497,059.86","3,522.00",141.13,United States,New York Stock Exchange Inc.,USD
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials,Equity,"495,587.62",0,"495,587.62","7,918.00",62.59,United States,New York Stock Exchange Inc.,USD
HUN,HUNTSMAN CORP,Materials,Equity,"493,614.56",0,"493,614.56","44,752.00",11.03,United States,New York Stock Exchange Inc.,USD
BRZE,BRAZE INC CLASS A,Information Technology,Equity,"494,228.88",0,"494,228.88","17,868.00",27.66,United States,NASDAQ,USD
AVDX,AVIDXCHANGE HOLDINGS INC,Financials,Equity,"494,594.52",0,"494,594.52","49,758.00",9.94,United States,NASDAQ,USD
ADUS,ADDUS HOMECARE CORP,Health Care,Equity,"491,804.45",0,"491,804.45","4,397.00",111.85,United States,NASDAQ,USD
VSH,VISHAY INTERTECHNOLOGY INC,Information Technology,Equity,"492,093.72",0,"492,093.72","32,121.00",15.32,United States,New York Stock Exchange Inc.,USD
RSI,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary,Equity,"492,148.80",0,"492,148.80","22,880.00",21.51,United States,New York Stock Exchange Inc.,USD
PGNY,PROGYNY INC,Health Care,Equity,"492,191.96",0,"492,191.96","20,891.00",23.56,United States,NASDAQ,USD
PAYO,PAYONEER GLOBAL INC,Financials,Equity,"492,436.60",0,"492,436.60","73,498.00",6.7,United States,NASDAQ,USD
TRIP,TRIPADVISOR INC,Consumer Discretionary,Equity,"493,109.76",0,"493,109.76","27,456.00",17.96,United States,NASDAQ,USD
HTH,HILLTOP HOLDINGS INC,Financials,Equity,"489,995.40",0,"489,995.40","13,710.00",35.74,United States,New York Stock Exchange Inc.,USD
MAN,MANPOWER INC,Industrials,Equity,"488,573.37",0,"488,573.37","11,827.00",41.31,United States,New York Stock Exchange Inc.,USD
CHCO,CITY HOLDING,Financials,Equity,"488,583.10",0,"488,583.10","3,754.00",130.15,United States,NASDAQ,USD
INSW,INTERNATIONAL SEAWAYS INC,Energy,Equity,"488,930.66",0,"488,930.66","10,622.00",46.03,United States,New York Stock Exchange Inc.,USD
ABR,ARBOR REALTY TRUST REIT INC,Financials,Equity,"489,210.18",0,"489,210.18","41,214.00",11.87,United States,New York Stock Exchange Inc.,USD
NWBI,NORTHWEST BANCSHARES INC,Financials,Equity,"489,623.55",0,"489,623.55","38,103.00",12.85,United States,NASDAQ,USD
ALHC,ALIGNMENT HEALTHCARE INC,Health Care,Equity,"489,749.80",0,"489,749.80","30,046.00",16.3,United States,NASDAQ,USD
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,Equity,"486,546.00",0,"486,546.00","5,862.00",83,United States,NASDAQ,USD
DRH,DIAMONDROCK HOSPITALITY REIT,Real Estate,Equity,"484,868.00",0,"484,868.00","56,380.00",8.6,United States,New York Stock Exchange Inc.,USD
HI,HILLENBRAND INC,Industrials,Equity,"484,939.86",0,"484,939.86","18,818.00",25.77,United States,New York Stock Exchange Inc.,USD
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,Equity,"485,960.16",0,"485,960.16","7,113.00",68.32,United States,New York Stock Exchange Inc.,USD
PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,Equity,"483,779.44",0,"483,779.44","52,244.00",9.26,Brazil,New York Stock Exchange Inc.,USD
WEN,WENDYS,Consumer Discretionary,Equity,"484,295.40",0,"484,295.40","47,620.00",10.17,United States,NASDAQ,USD
ZD,ZIFF DAVIS INC,Communication,Equity,"484,671.28",0,"484,671.28","12,973.00",37.36,United States,NASDAQ,USD
KMT,KENNAMETAL INC,Industrials,Equity,"479,998.04",0,"479,998.04","21,988.00",21.83,United States,New York Stock Exchange Inc.,USD
BRSL,BRIGHTSTAR LOTTERY PLC,Consumer Discretionary,Equity,"478,394.35",0,"478,394.35","28,595.00",16.73,United States,New York Stock Exchange Inc.,USD
PAR,PAR TECHNOLOGY CORP,Information Technology,Equity,"478,794.00",0,"478,794.00","9,950.00",48.12,United States,New York Stock Exchange Inc.,USD
ACVA,ACV AUCTIONS INC CLASS A,Industrials,Equity,"478,864.54",0,"478,864.54","41,069.00",11.66,United States,New York Stock Exchange Inc.,USD
VCEL,VERICEL CORP,Health Care,Equity,"477,945.65",0,"477,945.65","14,195.00",33.67,United States,NASDAQ,USD
KSS,KOHLS CORP,Consumer Discretionary,Equity,"477,969.78",0,"477,969.78","29,109.00",16.42,United States,New York Stock Exchange Inc.,USD
DJT,TRUMP MEDIA TECHNOLOGY GROUP CORP,Communication,Equity,"473,939.28",0,"473,939.28","28,278.00",16.76,United States,NASDAQ,USD
DNLI,DENALI THERAPEUTICS INC,Health Care,Equity,"474,019.50",0,"474,019.50","32,050.00",14.79,United States,NASDAQ,USD
EYE,NATIONAL VISION HOLDINGS INC,Consumer Discretionary,Equity,"474,147.87",0,"474,147.87","20,517.00",23.11,United States,NASDAQ,USD
WKC,WORLD KINECT CORP,Energy,Equity,"473,175.82",0,"473,175.82","17,669.00",26.78,United States,New York Stock Exchange Inc.,USD
GO,GROCERY OUTLET HOLDING CORP,Consumer Staples,Equity,"471,192.48",0,"471,192.48","26,004.00",18.12,United States,NASDAQ,USD
WERN,WERNER ENTERPRISES INC,Industrials,Equity,"468,382.64",0,"468,382.64","16,252.00",28.82,United States,NASDAQ,USD
AUPH,AURINIA PHARMACEUTICALS INC,Health Care,Equity,"468,809.95",0,"468,809.95","37,415.00",12.53,United States,NASDAQ,USD
DBRG,DIGITALBRIDGE GROUP INC CLASS A,Financials,Equity,"469,473.60",0,"469,473.60","41,620.00",11.28,United States,New York Stock Exchange Inc.,USD
LLYVA,LIBERTY MEDIA LIBERTY LIVE SERIES,Communication,Equity,"468,158.22",0,"468,158.22","4,973.00",94.14,United States,NASDAQ,USD
COLM,COLUMBIA SPORTSWEAR,Consumer Discretionary,Equity,"466,372.16",0,"466,372.16","8,108.00",57.52,United States,NASDAQ,USD
SOC,SABLE OFFSHORE CORP CLASS A,Energy,Equity,"463,690.44",0,"463,690.44","20,178.00",22.98,United States,New York Stock Exchange Inc.,USD
XMTR,XOMETRY INC CLASS A,Industrials,Equity,"462,595.60",0,"462,595.60","9,410.00",49.16,United States,NASDAQ,USD
SONO,SONOS INC,Consumer Discretionary,Equity,"460,544.13",0,"460,544.13","32,049.00",14.37,United States,NASDAQ,USD
AORT,ARTIVION INC,Health Care,Equity,"461,170.22",0,"461,170.22","10,474.00",44.03,United States,New York Stock Exchange Inc.,USD
WLY,JOHN WILEY AND SONS INC CLASS A,Communication,Equity,"458,349.75",0,"458,349.75","11,983.00",38.25,United States,New York Stock Exchange Inc.,USD
LZB,LA-Z-BOY INC,Consumer Discretionary,Equity,"458,907.12",0,"458,907.12","12,684.00",36.18,United States,New York Stock Exchange Inc.,USD
PPC,PILGRIMS PRIDE CORP,Consumer Staples,Equity,"459,110.88",0,"459,110.88","10,359.00",44.32,United States,NASDAQ,USD
QDEL,QUIDELORTHO CORP,Health Care,Equity,"459,174.17",0,"459,174.17","16,523.00",27.79,United States,NASDAQ,USD
LMAT,LEMAITRE VASCULAR INC,Health Care,Equity,"459,626.45",0,"459,626.45","4,735.00",97.07,United States,NASDAQ,USD
RAMP,LIVERAMP HOLDINGS INC,Information Technology,Equity,"459,676.81",0,"459,676.81","16,553.00",27.77,United States,New York Stock Exchange Inc.,USD
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,Equity,"456,542.07",0,"456,542.07","11,281.00",40.47,United States,New York Stock Exchange Inc.,USD
HLMN,HILLMAN SOLUTIONS CORP,Industrials,Equity,"457,044.16",0,"457,044.16","46,073.00",9.92,United States,NASDAQ,USD
ICFI,ICF INTERNATIONAL INC,Industrials,Equity,"455,094.00",0,"455,094.00","4,825.00",94.32,United States,NASDAQ,USD
ARCB,ARCBEST CORP,Industrials,Equity,"455,883.75",0,"455,883.75","6,125.00",74.43,United States,NASDAQ,USD
SRPT,SAREPTA THERAPEUTICS INC,Health Care,Equity,"456,072.76",0,"456,072.76","24,706.00",18.46,United States,NASDAQ,USD
AI,C3 AI INC CLASS A,Information Technology,Equity,"451,509.30",0,"451,509.30","29,205.00",15.46,United States,New York Stock Exchange Inc.,USD
ALKT,ALKAMI TECHNOLOGY INC,Information Technology,Equity,"452,186.46",0,"452,186.46","18,073.00",25.02,United States,NASDAQ,USD
VERX,VERTEX INC CLASS A,Information Technology,Equity,"452,848.48",0,"452,848.48","18,806.00",24.08,United States,NASDAQ,USD
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,Equity,"453,099.75",0,"453,099.75","47,445.00",9.55,United States,NASDAQ,USD
BEAM,BEAM THERAPEUTICS INC,Health Care,Equity,"448,630.92",0,"448,630.92","24,198.00",18.54,United States,NASDAQ,USD
SPB,SPECTRUM BRANDS HOLDINGS INC,Consumer Staples,Equity,"448,855.20",0,"448,855.20","8,044.00",55.8,United States,New York Stock Exchange Inc.,USD
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,Equity,"449,535.84",0,"449,535.84","30,706.00",14.64,United States,New York Stock Exchange Inc.,USD
VITL,VITAL FARMS INC,Consumer Staples,Equity,"446,649.60",0,"446,649.60","8,656.00",51.6,United States,NASDAQ,USD
NTST,NETSTREIT CORP,Real Estate,Equity,"446,964.36",0,"446,964.36","25,026.00",17.86,United States,New York Stock Exchange Inc.,USD
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,Equity,"444,845.61",0,"444,845.61","40,849.00",10.89,United States,New York Stock Exchange Inc.,USD
NIC,NICOLET BANKSHARES INC,Financials,Equity,"445,621.62",0,"445,621.62","3,239.00",137.58,United States,New York Stock Exchange Inc.,USD
QUBT,QUANTUM COMPUTING INC,Information Technology,Equity,"445,958.64",0,"445,958.64","30,214.00",14.76,United States,NASDAQ,USD
SGRY,SURGERY PARTNERS INC,Health Care,Equity,"441,721.80",0,"441,721.80","19,755.00",22.36,United States,NASDAQ,USD
MLKN,MILLERKNOLL INC,Industrials,Equity,"442,156.62",0,"442,156.62","20,886.00",21.17,United States,NASDAQ,USD
JJSF,J AND J SNACK FOODS CORP,Consumer Staples,Equity,"442,188.90",0,"442,188.90","4,083.00",108.3,United States,NASDAQ,USD
MBC,MASTERBRAND INC,Industrials,Equity,"443,021.32",0,"443,021.32","33,922.00",13.06,United States,New York Stock Exchange Inc.,USD
DNOW,DNOW INC,Industrials,Equity,"439,906.77",0,"439,906.77","27,477.00",16.01,United States,New York Stock Exchange Inc.,USD
LBRT,LIBERTY ENERGY INC CLASS A,Energy,Equity,"440,402.12",0,"440,402.12","41,044.00",10.73,United States,New York Stock Exchange Inc.,USD
ALIT,ALIGHT INC CLASS A,Industrials,Equity,"440,522.40",0,"440,522.40","115,320.00",3.82,United States,New York Stock Exchange Inc.,USD
HLIO,HELIOS TECHNOLOGIES INC,Industrials,Equity,"440,685.16",0,"440,685.16","8,083.00",54.52,United States,New York Stock Exchange Inc.,USD
ENOV,ENOVIS CORP,Health Care,Equity,"438,229.50",0,"438,229.50","13,890.00",31.55,United States,New York Stock Exchange Inc.,USD
COCO,THE VITA COCO COMPANY INC,Consumer Staples,Equity,"438,246.25",0,"438,246.25","11,765.00",37.25,United States,NASDAQ,USD
GABC,GERMAN AMERICAN BANCORP INC,Financials,Equity,"438,248.46",0,"438,248.46","10,502.00",41.73,United States,NASDAQ,USD
GTX,GARRETT MOTION INC,Consumer Discretionary,Equity,"438,630.40",0,"438,630.40","33,280.00",13.18,United States,NASDAQ,USD
BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,Equity,"438,702.99",0,"438,702.99","18,211.00",24.09,United States,NASDAQ,USD
NG,NOVAGOLD RESOURCES INC,Materials,Equity,"438,871.50",0,"438,871.50","65,018.00",6.75,Canada,Nyse Mkt Llc,USD
PD,PAGERDUTY INC,Information Technology,Equity,"438,889.59",0,"438,889.59","26,487.00",16.57,United States,New York Stock Exchange Inc.,USD
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Real Estate,Equity,"437,621.25",0,"437,621.25","7,725.00",56.65,United States,New York Stock Exchange Inc.,USD
AMSC,AMERICAN SUPERCONDUCTOR CORP,Industrials,Equity,"435,896.46",0,"435,896.46","8,982.00",48.53,United States,NASDAQ,USD
GNL,GLOBAL NET LEASE INC,Real Estate,Equity,"433,152.46",0,"433,152.46","54,622.00",7.93,United States,New York Stock Exchange Inc.,USD
MNKD,MANNKIND CORP,Health Care,Equity,"433,821.60",0,"433,821.60","81,240.00",5.34,United States,NASDAQ,USD
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care,Equity,"432,708.64",0,"432,708.64","95,732.00",4.52,United States,NASDAQ,USD
SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials,Equity,"433,018.24",0,"433,018.24","8,464.00",51.16,United States,NASDAQ,USD
COTY,COTY INC CLASS A,Consumer Staples,Equity,"429,818.16",0,"429,818.16","98,132.00",4.38,United States,New York Stock Exchange Inc.,USD
ACMR,ACM RESEARCH CLASS A INC,Information Technology,Equity,"428,118.64",0,"428,118.64","15,868.00",26.98,United States,NASDAQ,USD
ADEA,ADEIA INC,Information Technology,Equity,"428,690.79",0,"428,690.79","27,819.00",15.41,United States,NASDAQ,USD
ATRC,ATRICURE INC,Health Care,Equity,"426,529.26",0,"426,529.26","11,961.00",35.66,United States,NASDAQ,USD
TRUP,TRUPANION INC,Financials,Equity,"426,630.75",0,"426,630.75","9,555.00",44.65,United States,NASDAQ,USD
CELC,CELCUITY INC,Health Care,Equity,"426,881.39",0,"426,881.39","7,837.00",54.47,United States,NASDAQ,USD
LNN,LINDSAY CORP,Industrials,Equity,"427,195.68",0,"427,195.68","3,084.00",138.52,United States,New York Stock Exchange Inc.,USD
SCS,STEELCASE INC CLASS A,Industrials,Equity,"427,238.90",0,"427,238.90","25,058.00",17.05,United States,New York Stock Exchange Inc.,USD
EOSE,EOS ENERGY ENTERPRISES INC CLASS A,Industrials,Equity,"428,068.80",0,"428,068.80","58,320.00",7.34,United States,NASDAQ,USD
CNMD,CONMED CORP,Health Care,Equity,"425,433.51",0,"425,433.51","7,779.00",54.69,United States,New York Stock Exchange Inc.,USD
BHE,BENCHMARK ELECTRONICS INC,Information Technology,Equity,"425,442.50",0,"425,442.50","10,570.00",40.25,United States,New York Stock Exchange Inc.,USD
LC,LENDINGCLUB CORP,Financials,Equity,"426,279.29",0,"426,279.29","25,541.00",16.69,United States,New York Stock Exchange Inc.,USD
SGHC,SUPER GROUP LTD,Consumer Discretionary,Equity,"424,423.52",0,"424,423.52","35,606.00",11.92,Guernsey,New York Stock Exchange Inc.,USD
TGLS,TECNOGLASS INC,Industrials,Equity,"424,707.92",0,"424,707.92","5,902.00",71.96,United States,New York Stock Exchange Inc.,USD
STEL,STELLAR BANCORP INC,Financials,Equity,"421,967.20",0,"421,967.20","13,490.00",31.28,United States,New York Stock Exchange Inc.,USD
HCI,HCI GROUP INC,Financials,Equity,"421,999.60",0,"421,999.60","2,420.00",174.38,United States,New York Stock Exchange Inc.,USD
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,"422,046.42",0,"422,046.42","23,421.00",18.02,United States,New York Stock Exchange Inc.,USD
CSTM,CONSTELLIUM SE CLASS A,Materials,Equity,"422,099.10",0,"422,099.10","30,258.00",13.95,United States,New York Stock Exchange Inc.,USD
PGY,PAGAYA TECHNOLOGIES LTD CLASS A,Information Technology,Equity,"422,773.78",0,"422,773.78","11,371.00",37.18,United States,NASDAQ,USD
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Communication,Equity,"420,343.56",0,"420,343.56","11,466.00",36.66,United States,NASDAQ,USD
VBTX,VERITEX HOLDINGS INC,Financials,Equity,"418,114.47",0,"418,114.47","12,039.00",34.73,United States,NASDAQ,USD
JOE,ST JOE,Real Estate,Equity,"419,454.62",0,"419,454.62","8,359.00",50.18,United States,New York Stock Exchange Inc.,USD
WLDN,WILLDAN GROUP INC,Industrials,Equity,"417,510.72",0,"417,510.72","4,048.00",103.14,United States,NASDAQ,USD
ARR,ARMOUR RESIDENTIAL REIT INC,Financials,Equity,"414,898.35",0,"414,898.35","26,545.00",15.63,United States,New York Stock Exchange Inc.,USD
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care,Equity,"415,526.10",0,"415,526.10","11,447.00",36.3,United States,NASDAQ,USD
SLVM,SYLVAMO CORP,Materials,Equity,"416,186.54",0,"416,186.54","9,319.00",44.66,United States,New York Stock Exchange Inc.,USD
NTCT,NETSCOUT SYSTEMS INC,Information Technology,Equity,"411,872.10",0,"411,872.10","16,442.00",25.05,United States,NASDAQ,USD
NNI,NELNET INC CLASS A,Financials,Equity,"412,742.00",0,"412,742.00","3,212.00",128.5,United States,New York Stock Exchange Inc.,USD
KNTK,KINETIK HOLDINGS INC CLASS A,Energy,Equity,"410,421.66",0,"410,421.66","9,614.00",42.69,United States,New York Stock Exchange Inc.,USD
PZZA,PAPA JOHNS INTERNATIONAL INC,Consumer Discretionary,Equity,"410,650.53",0,"410,650.53","8,669.00",47.37,United States,NASDAQ,USD
UFPT,UFP TECHNOLOGIES INC,Health Care,Equity,"410,807.95",0,"410,807.95","1,967.00",208.85,United States,NASDAQ,USD
UPBD,UPBOUND GROUP INC,Consumer Discretionary,Equity,"411,114.24",0,"411,114.24","16,256.00",25.29,United States,NASDAQ,USD
USLM,UNITED STATES LIME AND MINERALS IN,Materials,Equity,"411,245.01",0,"411,245.01","3,399.00",120.99,United States,NASDAQ,USD
AMR,ALPHA METALLURGICAL RESOURCE INC,Materials,Equity,"408,379.50",0,"408,379.50","3,005.00",135.9,United States,New York Stock Exchange Inc.,USD
CECO,CECO ENVIRONMENTAL CORP,Industrials,Equity,"409,033.99",0,"409,033.99","8,387.00",48.77,United States,NASDAQ,USD
JBLU,JETBLUE AIRWAYS CORP,Industrials,Equity,"406,706.27",0,"406,706.27","79,903.00",5.09,United States,NASDAQ,USD
TXG,10X GENOMICS INC CLASS A,Health Care,Equity,"406,760.75",0,"406,760.75","29,975.00",13.57,United States,NASDAQ,USD
BKE,BUCKLE INC,Consumer Discretionary,Equity,"406,808.00",0,"406,808.00","6,752.00",60.25,United States,New York Stock Exchange Inc.,USD
ANDE,ANDERSONS INC,Consumer Staples,Equity,"404,900.91",0,"404,900.91","9,759.00",41.49,United States,NASDAQ,USD
OUST,OUSTER INC,Information Technology,Equity,"405,091.96",0,"405,091.96","14,294.00",28.34,United States,NASDAQ,USD
DAVE,DAVE INC CLASS A,Financials,Equity,"405,458.07",0,"405,458.07","2,073.00",195.59,United States,NASDAQ,USD
APGE,APOGEE THERAPEUTICS INC,Health Care,Equity,"405,719.51",0,"405,719.51","10,927.00",37.13,United States,NASDAQ,USD
CRGY,CRESCENT ENERGY CLASS A,Energy,Equity,"405,756.12",0,"405,756.12","43,913.00",9.24,United States,New York Stock Exchange Inc.,USD
ATEN,A10 NETWORKS INC,Information Technology,Equity,"405,993.06",0,"405,993.06","22,783.00",17.82,United States,New York Stock Exchange Inc.,USD
ELME,ELME,Real Estate,Equity,"404,302.26",0,"404,302.26","23,602.00",17.13,United States,New York Stock Exchange Inc.,USD
UNFI,UNITED NATURAL FOODS INC,Consumer Staples,Equity,"404,450.90",0,"404,450.90","13,990.00",28.91,United States,New York Stock Exchange Inc.,USD
BFA,BROWN FORMAN CORP CLASS A,Consumer Staples,Equity,"400,085.07",0,"400,085.07","14,043.00",28.49,United States,New York Stock Exchange Inc.,USD
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,Equity,"400,149.75",0,"400,149.75","33,825.00",11.83,United States,New York Stock Exchange Inc.,USD
NHC,NATIONAL HEALTHCARE CORP,Health Care,Equity,"400,606.85",0,"400,606.85","3,479.00",115.15,United States,Nyse Mkt Llc,USD
TILE,INTERFACE INC,Industrials,Equity,"399,381.00",0,"399,381.00","14,325.00",27.88,United States,NASDAQ,USD
ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care,Equity,"397,420.57",0,"397,420.57","24,517.00",16.21,United States,NASDAQ,USD
DBD,DIEBOLD NIXDORF INC,Information Technology,Equity,"397,808.66",0,"397,808.66","6,659.00",59.74,United States,New York Stock Exchange Inc.,USD
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology,Equity,"398,073.50",0,"398,073.50","10,142.00",39.25,United States,NASDAQ,USD
LENB,LENNAR CORP CLASS B,Consumer Discretionary,Equity,"395,123.52",0,"395,123.52","2,992.00",132.06,United States,New York Stock Exchange Inc.,USD
JBGS,JBG SMITH PROPERTIES,Real Estate,Equity,"395,284.24",0,"395,284.24","17,992.00",21.97,United States,New York Stock Exchange Inc.,USD
KLG,WK KELLOGG,Consumer Staples,Equity,"395,427.85",0,"395,427.85","17,245.00",22.93,United States,New York Stock Exchange Inc.,USD
QCRH,QCR HOLDINGS INC,Financials,Equity,"395,439.94",0,"395,439.94","5,017.00",78.82,United States,NASDAQ,USD
ROG,ROGERS CORP,Information Technology,Equity,"395,699.99",0,"395,699.99","4,963.00",79.73,United States,New York Stock Exchange Inc.,USD
PHR,PHREESIA INC,Health Care,Equity,"396,179.74",0,"396,179.74","12,694.00",31.21,United States,New York Stock Exchange Inc.,USD
TPB,TURNING POINT BRANDS INC,Consumer Staples,Equity,"396,367.02",0,"396,367.02","4,011.00",98.82,United States,New York Stock Exchange Inc.,USD
FLYW,FLYWIRE CORP,Financials,Equity,"393,783.75",0,"393,783.75","30,175.00",13.05,United States,NASDAQ,USD
LKFN,LAKELAND FINANCIAL CORP,Financials,Equity,"393,800.59",0,"393,800.59","5,861.00",67.19,United States,NASDAQ,USD
BBAI,BIGBEAR.AI HOLDINGS INC,Information Technology,Equity,"392,058.25",0,"392,058.25","79,525.00",4.93,United States,New York Stock Exchange Inc.,USD
ARLO,ARLO TECHNOLOGIES INC,Information Technology,Equity,"392,707.20",0,"392,707.20","21,530.00",18.24,United States,New York Stock Exchange Inc.,USD
ALEX,ALEXANDER AND BALDWIN INC,Real Estate,Equity,"390,391.90",0,"390,391.90","20,386.00",19.15,United States,New York Stock Exchange Inc.,USD
BELFB,BEL FUSE INC CLASS B,Information Technology,Equity,"390,696.86",0,"390,696.86","2,731.00",143.06,United States,NASDAQ,USD
GBX,GREENBRIER INC,Industrials,Equity,"390,783.22",0,"390,783.22","8,311.00",47.02,United States,New York Stock Exchange Inc.,USD
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,Equity,"389,267.37",0,"389,267.37","27,549.00",14.13,United States,New York Stock Exchange Inc.,USD
LGIH,LGI HOMES INC,Consumer Discretionary,Equity,"386,803.14",0,"386,803.14","5,909.00",65.46,United States,NASDAQ,USD
CGON,CG ONCOLOGY INC,Health Care,Equity,"387,771.02",0,"387,771.02","12,533.00",30.94,United States,NASDAQ,USD
DX,DYNEX CAPITAL REIT INC,Financials,Equity,"387,824.90",0,"387,824.90","30,370.00",12.77,United States,New York Stock Exchange Inc.,USD
COUR,COURSERA INC,Consumer Discretionary,Equity,"387,965.16",0,"387,965.16","34,578.00",11.22,United States,New York Stock Exchange Inc.,USD
LZ,LEGALZOOM COM INC,Industrials,Equity,"387,985.15",0,"387,985.15","35,759.00",10.85,United States,NASDAQ,USD
INVA,INNOVIVA INC,Health Care,Equity,"384,928.00",0,"384,928.00","18,400.00",20.92,United States,NASDAQ,USD
GEF,GREIF INC CLASS A,Materials,Equity,"385,285.00",0,"385,285.00","6,275.00",61.4,United States,New York Stock Exchange Inc.,USD
WABC,WESTAMERICA BANCORPORATION,Financials,Equity,"383,468.12",0,"383,468.12","7,651.00",50.12,United States,NASDAQ,USD
TWST,TWIST BIOSCIENCE CORP,Health Care,Equity,"383,860.51",0,"383,860.51","14,977.00",25.63,United States,NASDAQ,USD
TRS,TRIMAS CORP,Materials,Equity,"384,159.10",0,"384,159.10","9,785.00",39.26,United States,NASDAQ,USD
DHT,DHT HOLDINGS INC,Energy,Equity,"381,560.19",0,"381,560.19","31,097.00",12.27,Bermuda,New York Stock Exchange Inc.,USD
JBI,JANUS INTERNATIONAL GROUP INC,Industrials,Equity,"380,504.79",0,"380,504.79","37,341.00",10.19,United States,New York Stock Exchange Inc.,USD
HTO,H2O AMERICA,Utilities,Equity,"380,642.68",0,"380,642.68","7,622.00",49.94,United States,NASDAQ,USD
OMCL,OMNICELL INC,Health Care,Equity,"380,780.64",0,"380,780.64","11,497.00",33.12,United States,NASDAQ,USD
