Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency
VRE,VERIS RESIDENTIAL INC,Real Estate,Equity,"381,216.99",0,"381,216.99","23,991.00",15.89,United States,New York Stock Exchange Inc.,USD
TNC,TENNANT,Industrials,Equity,"379,078.87",0,"379,078.87","4,591.00",82.57,United States,New York Stock Exchange Inc.,USD
ASTH,ASTRANA HEALTH INC,Health Care,Equity,"379,209.28",0,"379,209.28","12,304.00",30.82,United States,NASDAQ,USD
BFC,BANK FIRST CORP,Financials,Equity,"377,856.21",0,"377,856.21","2,923.00",129.27,United States,NASDAQ,USD
PRG,PROG HOLDINGS INC,Financials,Equity,"375,201.00",0,"375,201.00","10,575.00",35.48,United States,New York Stock Exchange Inc.,USD
BHVN,BIOHAVEN LTD,Health Care,Equity,"375,555.90",0,"375,555.90","23,370.00",16.07,United States,New York Stock Exchange Inc.,USD
BKD,BROOKDALE SENIOR LIVING INC,Health Care,Equity,"375,790.95",0,"375,790.95","49,123.00",7.65,United States,New York Stock Exchange Inc.,USD
CLDX,CELLDEX THERAPEUTICS INC,Health Care,Equity,"373,910.92",0,"373,910.92","16,414.00",22.78,United States,NASDAQ,USD
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,Consumer Discretionary,Equity,"374,201.10",0,"374,201.10","13,707.00",27.3,United States,New York Stock Exchange Inc.,USD
MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary,Equity,"374,704.23",0,"374,704.23","3,613.00",103.71,United States,NASDAQ,USD
ARRY,ARRAY TECHNOLOGIES INC,Industrials,Equity,"371,908.26",0,"371,908.26","40,914.00",9.09,United States,NASDAQ,USD
DVAX,DYNAVAX TECHNOLOGIES CORP,Health Care,Equity,"369,798.92",0,"369,798.92","37,054.00",9.98,United States,NASDAQ,USD
TFIN,TRIUMPH FINANCIAL INC,Financials,Equity,"370,216.08",0,"370,216.08","5,772.00",64.14,United States,New York Stock Exchange Inc.,USD
WINA,WINMARK CORP,Consumer Discretionary,Equity,"368,401.92",0,"368,401.92",768,479.69,United States,NASDAQ,USD
ARDX,ARDELYX INC,Health Care,Equity,"365,134.32",0,"365,134.32","55,576.00",6.57,United States,NASDAQ,USD
SILA,SILA RLTY TR INC TRUST,Real Estate,Equity,"365,283.52",0,"365,283.52","14,588.00",25.04,United States,New York Stock Exchange Inc.,USD
SNDR,SCHNEIDER NATIONAL INC CLASS B,Industrials,Equity,"364,216.44",0,"364,216.44","14,698.00",24.78,United States,New York Stock Exchange Inc.,USD
AVDL,AVADEL PHARMACEUTICALS ORD,Health Care,Equity,"364,541.81",0,"364,541.81","24,319.00",14.99,United States,NASDAQ,USD
RLJ,RLJ LODGING TRUST REIT,Real Estate,Equity,"362,512.80",0,"362,512.80","46,476.00",7.8,United States,New York Stock Exchange Inc.,USD
PCT,PURECYCLE TECHNOLOGIES INC,Materials,Equity,"362,531.68",0,"362,531.68","27,548.00",13.16,United States,NASDAQ,USD
UVV,UNIVERSAL CORP,Consumer Staples,Equity,"362,977.44",0,"362,977.44","6,608.00",54.93,United States,New York Stock Exchange Inc.,USD
VECO,VEECO INSTRUMENTS INC,Information Technology,Equity,"360,062.64",0,"360,062.64","15,078.00",23.88,United States,NASDAQ,USD
XERS,XERIS BIOPHARMA HOLDINGS INC,Health Care,Equity,"360,170.61",0,"360,170.61","45,649.00",7.89,United States,NASDAQ,USD
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Financials,Equity,"360,937.11",0,"360,937.11","6,403.00",56.37,United States,New York Stock Exchange Inc.,USD
NN,NEXTNAV INC,Information Technology,Equity,"360,994.89",0,"360,994.89","22,747.00",15.87,United States,NASDAQ,USD
AAMI,ACADIAN ASSET MANAGEMENT INC,Financials,Equity,"361,077.14",0,"361,077.14","8,474.00",42.61,United States,New York Stock Exchange Inc.,USD
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,Equity,"358,077.90",0,"358,077.90","8,618.00",41.55,United States,New York Stock Exchange Inc.,USD
PLAB,PHOTRONICS INC,Information Technology,Equity,"358,164.18",0,"358,164.18","16,119.00",22.22,United States,NASDAQ,USD
VRNT,VERINT SYSTEMS INC,Information Technology,Equity,"359,028.24",0,"359,028.24","17,634.00",20.36,United States,NASDAQ,USD
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,"356,549.22",0,"356,549.22","9,798.00",36.39,United States,New York Stock Exchange Inc.,USD
PRLB,PROTO LABS INC,Industrials,Equity,"355,315.60",0,"355,315.60","7,078.00",50.2,United States,New York Stock Exchange Inc.,USD
STBA,S AND T BANCORP INC,Financials,Equity,"355,515.05",0,"355,515.05","8,899.00",39.95,United States,NASDAQ,USD
CRK,COMSTOCK RESOURCES INC,Energy,Equity,"356,001.36",0,"356,001.36","22,264.00",15.99,United States,New York Stock Exchange Inc.,USD
COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care,Equity,"353,305.38",0,"353,305.38","9,006.00",39.23,United States,NASDAQ,USD
EPC,EDGEWELL PERSONAL CARE,Consumer Staples,Equity,"354,242.34",0,"354,242.34","15,023.00",23.58,United States,New York Stock Exchange Inc.,USD
DXPE,DXP ENTERPRISES INC,Industrials,Equity,"354,434.94",0,"354,434.94","2,817.00",125.82,United States,NASDAQ,USD
CNOB,CONNECTONE BANCORP INC,Financials,Equity,"351,852.90",0,"351,852.90","13,755.00",25.58,United States,NASDAQ,USD
PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials,Equity,"352,091.02",0,"352,091.02","15,885.00",22.16,United States,NASDAQ,USD
VRDN,VIRIDIAN THERAPEUTICS ORS INC,Health Care,Equity,"352,538.32",0,"352,538.32","18,913.00",18.64,United States,NASDAQ,USD
LEG,LEGGETT & PLATT INC,Consumer Discretionary,Equity,"352,812.02",0,"352,812.02","36,038.00",9.79,United States,New York Stock Exchange Inc.,USD
CTS,CTS CORP,Information Technology,Equity,"350,430.52",0,"350,430.52","8,228.00",42.59,United States,New York Stock Exchange Inc.,USD
MRC,MRC GLOBAL INC,Industrials,Equity,"351,025.50",0,"351,025.50","23,170.00",15.15,United States,New York Stock Exchange Inc.,USD
INOD,INNODATA INC,Industrials,Equity,"348,075.90",0,"348,075.90","8,469.00",41.1,United States,NASDAQ,USD
STAA,STAAR SURGICAL,Health Care,Equity,"348,750.12",0,"348,750.12","12,554.00",27.78,United States,NASDAQ,USD
MD,PEDIATRIX MEDICAL GROUP INC,Health Care,Equity,"349,470.45",0,"349,470.45","20,545.00",17.01,United States,New York Stock Exchange Inc.,USD
GSAT,GLOBALSTAR VOTING INC,Communication,Equity,"349,528.41",0,"349,528.41","11,389.00",30.69,United States,NASDAQ,USD
NAVI,NAVIENT CORP,Financials,Equity,"346,356.81",0,"346,356.81","25,153.00",13.77,United States,NASDAQ,USD
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication,Equity,"347,421.08",0,"347,421.08","42,524.00",8.17,United States,NASDAQ,USD
MODG,TOPGOLF CALLAWAY BRANDS CORP,Consumer Discretionary,Equity,"345,018.72",0,"345,018.72","37,831.00",9.12,United States,New York Stock Exchange Inc.,USD
PGRE,PARAMOUNT GROUP REIT INC,Real Estate,Equity,"345,232.20",0,"345,232.20","46,653.00",7.4,United States,New York Stock Exchange Inc.,USD
TALO,TALOS ENERGY INC,Energy,Equity,"345,640.10",0,"345,640.10","35,633.00",9.7,United States,New York Stock Exchange Inc.,USD
PENG,PENGUIN SOLUTIONS INC,Information Technology,Equity,"345,692.90",0,"345,692.90","13,990.00",24.71,United States,NASDAQ,USD
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care,Equity,"341,499.49",0,"341,499.49","26,249.00",13.01,United States,New York Stock Exchange Inc.,USD
VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials,Equity,"341,841.60",0,"341,841.60","1,737.00",196.8,United States,New York Stock Exchange Inc.,USD
ENVX,ENOVIX CORP,Industrials,Equity,"342,462.34",0,"342,462.34","37,967.00",9.02,United States,NASDAQ,USD
TDUP,THREDUP INC CLASS A,Consumer Discretionary,Equity,"342,939.06",0,"342,939.06","29,286.00",11.71,United States,NASDAQ,USD
WMK,WEIS MARKETS INC,Consumer Staples,Equity,"339,914.38",0,"339,914.38","4,706.00",72.23,United States,New York Stock Exchange Inc.,USD
BBSI,BARRETT BUSINESS SERVICES INC,Industrials,Equity,"340,059.72",0,"340,059.72","6,916.00",49.17,United States,NASDAQ,USD
CRAI,CRA INTERNATIONAL INC,Industrials,Equity,"338,486.28",0,"338,486.28","1,721.00",196.68,United States,NASDAQ,USD
IDT,IDT CORP CLASS B,Communication,Equity,"338,975.00",0,"338,975.00","5,215.00",65,United States,New York Stock Exchange Inc.,USD
GTY,GETTY REALTY REIT CORP,Real Estate,Equity,"336,860.58",0,"336,860.58","11,766.00",28.63,United States,New York Stock Exchange Inc.,USD
TDOC,TELADOC HEALTH INC,Health Care,Equity,"337,192.59",0,"337,192.59","44,193.00",7.63,United States,New York Stock Exchange Inc.,USD
REYN,REYNOLDS CONSUMER PRODUCTS INC,Consumer Staples,Equity,"335,000.41",0,"335,000.41","14,213.00",23.57,United States,NASDAQ,USD
SAIL,SAILPOINT INC,Information Technology,Equity,"335,443.68",0,"335,443.68","15,928.00",21.06,United States,NASDAQ,USD
SPNT,SIRIUSPOINT LTD,Financials,Equity,"333,230.30",0,"333,230.30","17,678.00",18.85,United States,New York Stock Exchange Inc.,USD
CENX,CENTURY ALUMINUM,Materials,Equity,"334,305.25",0,"334,305.25","15,175.00",22.03,United States,NASDAQ,USD
FUBO,FUBOTV INC,Communication,Equity,"331,386.77",0,"331,386.77","87,901.00",3.77,United States,New York Stock Exchange Inc.,USD
TCBK,TRICO BANCSHARES,Financials,Equity,"332,626.00",0,"332,626.00","7,231.00",46,United States,NASDAQ,USD
SPHR,SPHERE ENTERTAINMENT CLASS A,Communication,Equity,"330,942.08",0,"330,942.08","6,832.00",48.44,United States,New York Stock Exchange Inc.,USD
LADR,LADDER CAPITAL CORP CLASS A,Financials,Equity,"327,174.96",0,"327,174.96","27,821.00",11.76,United States,New York Stock Exchange Inc.,USD
KALU,KAISER ALUMINIUM CORP,Materials,Equity,"327,249.60",0,"327,249.60","4,315.00",75.84,United States,NASDAQ,USD
HOPE,HOPE BANCORP INC,Financials,Equity,"327,271.90",0,"327,271.90","29,065.00",11.26,United States,NASDAQ,USD
NEXT,NEXTDECADE CORP,Energy,Equity,"327,523.52",0,"327,523.52","31,312.00",10.46,United States,NASDAQ,USD
LOB,LIVE OAK BANCSHARES INC,Financials,Equity,"325,046.50",0,"325,046.50","8,410.00",38.65,United States,New York Stock Exchange Inc.,USD
NEOG,NEOGEN CORP,Health Care,Equity,"325,567.06",0,"325,567.06","56,719.00",5.74,United States,NASDAQ,USD
DRVN,DRIVEN BRANDS HOLDINGS INC,Industrials,Equity,"323,669.29",0,"323,669.29","16,849.00",19.21,United States,NASDAQ,USD
ACT,ENACT HOLDINGS INC,Financials,Equity,"323,788.80",0,"323,788.80","8,432.00",38.4,United States,NASDAQ,USD
TNK,TEEKAY TANKERS LTD CLASS A,Energy,Equity,"321,488.64",0,"321,488.64","6,336.00",50.74,Bermuda,New York Stock Exchange Inc.,USD
CCB,COASTAL FINANCIAL CORP,Financials,Equity,"321,682.88",0,"321,682.88","2,776.00",115.88,United States,NASDAQ,USD
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials,Equity,"321,776.91",0,"321,776.91","8,169.00",39.39,United States,New York Stock Exchange Inc.,USD
LASR,NLIGHT INC,Information Technology,Equity,"319,780.37",0,"319,780.37","10,829.00",29.53,United States,NASDAQ,USD
NVCR,NOVOCURE LTD,Health Care,Equity,"319,937.88",0,"319,937.88","26,706.00",11.98,United States,NASDAQ,USD
DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate,Equity,"318,513.20",0,"318,513.20","81,880.00",3.89,United States,NASDAQ,USD
IRON,DISC MEDICINE INC,Health Care,Equity,"319,548.71",0,"319,548.71","5,309.00",60.19,United States,NASDAQ,USD
HCSG,HEALTHCARE SERVICES GROUP INC,Industrials,Equity,"316,338.75",0,"316,338.75","20,085.00",15.75,United States,NASDAQ,USD
NVAX,NOVAVAX INC,Health Care,Equity,"316,585.60",0,"316,585.60","40,640.00",7.79,United States,NASDAQ,USD
XPRO,EXPRO GROUP HOLDINGS NV,Energy,Equity,"317,435.02",0,"317,435.02","25,334.00",12.53,United States,New York Stock Exchange Inc.,USD
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples,Equity,"317,461.90",0,"317,461.90","8,890.00",35.71,United States,New York Stock Exchange Inc.,USD
COGT,COGENT BIOSCIENCES INC,Health Care,Equity,"317,651.12",0,"317,651.12","24,548.00",12.94,United States,NASDAQ,USD
SNDX,SYNDAX PHARMACEUTICALS INC,Health Care,Equity,"315,462.15",0,"315,462.15","19,485.00",16.19,United States,NASDAQ,USD
JANX,JANUX THERAPEUTICS INC,Health Care,Equity,"315,553.14",0,"315,553.14","13,181.00",23.94,United States,NASDAQ,USD
FOXF,FOX FACTORY HOLDING CORP,Consumer Discretionary,Equity,"315,794.51",0,"315,794.51","11,147.00",28.33,United States,NASDAQ,USD
HLIT,HARMONIC INC,Information Technology,Equity,"316,279.36",0,"316,279.36","31,883.00",9.92,United States,NASDAQ,USD
PCRX,PACIRA BIOSCIENCES INC,Health Care,Equity,"313,649.82",0,"313,649.82","11,734.00",26.73,United States,NASDAQ,USD
AMWD,AMERICAN WOODMARK CORP,Industrials,Equity,"314,327.64",0,"314,327.64","4,731.00",66.44,United States,NASDAQ,USD
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Real Estate,Equity,"312,425.74",0,"312,425.74","40,106.00",7.79,United States,New York Stock Exchange Inc.,USD
CLMT,CALUMET INC,Energy,Equity,"307,998.00",0,"307,998.00","18,075.00",17.04,United States,NASDAQ,USD
GIII,G III APPAREL GROUP LTD,Consumer Discretionary,Equity,"308,571.84",0,"308,571.84","11,168.00",27.63,United States,NASDAQ,USD
CNNE,CANNAE HOLDINGS INC,Financials,Equity,"309,061.55",0,"309,061.55","16,661.00",18.55,United States,New York Stock Exchange Inc.,USD
PRA,PROASSURANCE CORP,Financials,Equity,"309,569.04",0,"309,569.04","13,029.00",23.76,United States,New York Stock Exchange Inc.,USD
AZTA,AZENTA INC,Health Care,Equity,"306,830.88",0,"306,830.88","10,394.00",29.52,United States,NASDAQ,USD
MFA,MFA FINANCIAL INC,Financials,Equity,"307,434.84",0,"307,434.84","29,618.00",10.38,United States,New York Stock Exchange Inc.,USD
PHLT,PERFORMANT HEALTHCARE INC,Health Care,Equity,"305,228.02",0,"305,228.02","39,847.00",7.66,United States,NASDAQ,USD
SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials,Equity,"305,333.60",0,"305,333.60","42,704.00",7.15,United States,NASDAQ,USD
LION,LIONSGATE STUDIOS CORP,Communication,Equity,"305,846.00",0,"305,846.00","49,330.00",6.2,United States,New York Stock Exchange Inc.,USD
APPN,APPIAN CORP CLASS A,Information Technology,Equity,"306,231.20",0,"306,231.20","10,235.00",29.92,United States,NASDAQ,USD
SCSC,SCANSOURCE INC,Information Technology,Equity,"303,021.30",0,"303,021.30","6,779.00",44.7,United States,NASDAQ,USD
AMPH,AMPHASTAR PHARMACEUTICALS INC,Health Care,Equity,"303,342.48",0,"303,342.48","10,392.00",29.19,United States,NASDAQ,USD
PPTA,PERPETUA RESOURCES CORP,Materials,Equity,"304,045.82",0,"304,045.82","16,826.00",18.07,United States,NASDAQ,USD
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate,Equity,"302,381.14",0,"302,381.14","38,422.00",7.87,United States,New York Stock Exchange Inc.,USD
APOG,APOGEE ENTERPRISES INC,Industrials,Equity,"302,895.43",0,"302,895.43","6,917.00",43.79,United States,NASDAQ,USD
SCL,STEPAN,Materials,Equity,"299,871.00",0,"299,871.00","6,058.00",49.5,United States,New York Stock Exchange Inc.,USD
CERT,CERTARA INC,Health Care,Equity,"300,006.48",0,"300,006.48","28,356.00",10.58,United States,NASDAQ,USD
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Health Care,Equity,"300,010.50",0,"300,010.50","19,170.00",15.65,United States,NASDAQ,USD
CBRL,CRACKER BARREL OLD COUNTRY STORE I,Consumer Discretionary,Equity,"300,290.52",0,"300,290.52","5,756.00",52.17,United States,NASDAQ,USD
FA,FIRST ADVANTAGE CORP,Industrials,Equity,"300,312.14",0,"300,312.14","18,793.00",15.98,United States,NASDAQ,USD
USPH,US PHYSICAL THERAPY INC,Health Care,Equity,"300,849.86",0,"300,849.86","3,506.00",85.81,United States,New York Stock Exchange Inc.,USD
THRM,GENTHERM INC,Consumer Discretionary,Equity,"301,211.70",0,"301,211.70","8,402.00",35.85,United States,NASDAQ,USD
EWTX,EDGEWISE THERAPEUTICS INC,Health Care,Equity,"298,131.04",0,"298,131.04","20,392.00",14.62,United States,NASDAQ,USD
PEBO,PEOPLES BANCORP INC,Financials,Equity,"298,390.41",0,"298,390.41","9,573.00",31.17,United States,NASDAQ,USD
ATRO,ASTRONICS CORP,Industrials,Equity,"298,848.06",0,"298,848.06","7,651.00",39.06,United States,NASDAQ,USD
RPD,RAPID7 INC,Information Technology,Equity,"298,849.92",0,"298,849.92","15,063.00",19.84,United States,NASDAQ,USD
MRX,MAREX GROUP PLC,Financials,Equity,"296,545.76",0,"296,545.76","8,344.00",35.54,United Kingdom,NASDAQ,USD
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Financials,Equity,"296,564.01",0,"296,564.01","23,593.00",12.57,United States,New York Stock Exchange Inc.,USD
SDGR,SCHRODINGER INC,Health Care,Equity,"295,059.38",0,"295,059.38","15,554.00",18.97,United States,NASDAQ,USD
IMKTA,INGLES MARKETS INC CLASS A,Consumer Staples,Equity,"295,888.50",0,"295,888.50","4,197.00",70.5,United States,NASDAQ,USD
SEZL,SEZZLE INC,Financials,Equity,"295,926.54",0,"295,926.54","3,486.00",84.89,United States,NASDAQ,USD
SBSI,SOUTHSIDE BANCSHARES INC,Financials,Equity,"296,101.68",0,"296,101.68","9,436.00",31.38,United States,New York Stock Exchange Inc.,USD
SEB,SEABOARD CORP,Consumer Staples,Equity,"296,233.50",0,"296,233.50",75,"3,949.78",United States,Nyse Mkt Llc,USD
DGII,DIGI INTERNATIONAL INC,Information Technology,Equity,"292,987.20",0,"292,987.20","8,592.00",34.1,United States,NASDAQ,USD
PLUG,PLUG POWER INC,Industrials,Equity,"293,473.44",0,"293,473.44","203,801.00",1.44,United States,NASDAQ,USD
CIM,CHIMERA INVESTMENT CORP,Financials,Equity,"291,947.67",0,"291,947.67","19,901.00",14.67,United States,New York Stock Exchange Inc.,USD
SPNS,SAPIENS INTERNATIONAL NV,Information Technology,Equity,"292,868.46",0,"292,868.46","6,822.00",42.93,Israel,NASDAQ,USD
PDM,PIEDMONT REALTY TRUST INC CLASS A,Real Estate,Equity,"289,837.20",0,"289,837.20","33,702.00",8.6,United States,New York Stock Exchange Inc.,USD
REX,REX AMERICAN RESOURCES CORP,Energy,Equity,"290,270.40",0,"290,270.40","4,564.00",63.6,United States,New York Stock Exchange Inc.,USD
DCOM,DIME COMMUNITY BANCSHARES INC,Financials,Equity,"287,928.09",0,"287,928.09","9,291.00",30.99,United States,NASDAQ,USD
LPG,DORIAN LPG LTD,Energy,Equity,"288,679.34",0,"288,679.34","9,391.00",30.74,United States,New York Stock Exchange Inc.,USD
MXL,MAXLINEAR INC,Information Technology,Equity,"289,385.50",0,"289,385.50","18,610.00",15.55,United States,NASDAQ,USD
LIF,LIFE360 INC,Information Technology,Equity,"286,586.72",0,"286,586.72","3,239.00",88.48,United States,NASDAQ,USD
PL,PLANET LABS CLASS A,Industrials,Equity,"287,547.52",0,"287,547.52","44,512.00",6.46,United States,New York Stock Exchange Inc.,USD
CLOV,CLOVER HEALTH INVESTMENTS CORP CLA,Health Care,Equity,"284,620.83",0,"284,620.83","105,807.00",2.69,United States,NASDAQ,USD
CRMD,CORMEDIX INC,Health Care,Equity,"284,876.80",0,"284,876.80","22,256.00",12.8,United States,NASDAQ,USD
VICR,VICOR CORP,Industrials,Equity,"285,681.98",0,"285,681.98","5,505.00",51.9,United States,NASDAQ,USD
ASAN,ASANA INC CLASS A,Information Technology,Equity,"285,899.46",0,"285,899.46","19,542.00",14.63,United States,New York Stock Exchange Inc.,USD
CDTX,CIDARA THERAPEUTICS INC,Health Care,Equity,"286,146.51",0,"286,146.51","4,407.00",64.93,United States,NASDAQ,USD
WGO,WINNEBAGO INDUSTRIES INC,Consumer Discretionary,Equity,"283,271.87",0,"283,271.87","7,763.00",36.49,United States,New York Stock Exchange Inc.,USD
SFL,SFL LTD,Energy,Equity,"283,412.36",0,"283,412.36","34,903.00",8.12,United States,New York Stock Exchange Inc.,USD
LMB,LIMBACH HOLDINGS INC,Industrials,Equity,"283,445.20",0,"283,445.20","2,524.00",112.3,United States,NASDAQ,USD
HLF,HERBALIFE LTD,Consumer Staples,Equity,"284,033.50",0,"284,033.50","28,150.00",10.09,United States,New York Stock Exchange Inc.,USD
HPP,HUDSON PACIFIC PROPERTIES REIT INC,Real Estate,Equity,"281,278.14",0,"281,278.14","98,349.00",2.86,United States,New York Stock Exchange Inc.,USD
FIHL,FIDELIS INSURANCE HOLDINGS LTD,Financials,Equity,"281,600.00",0,"281,600.00","16,000.00",17.6,Bermuda,New York Stock Exchange Inc.,USD
EIG,EMPLOYERS HOLDINGS INC,Financials,Equity,"282,555.30",0,"282,555.30","6,518.00",43.35,United States,New York Stock Exchange Inc.,USD
BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,Information Technology,Equity,"282,571.28",0,"282,571.28","23,528.00",12.01,Singapore,NASDAQ,USD
FMBH,FIRST MID BANCSHARES INC,Financials,Equity,"279,968.96",0,"279,968.96","6,889.00",40.64,United States,NASDAQ,USD
DYN,DYNE THERAPEUTICS INC,Health Care,Equity,"280,860.12",0,"280,860.12","21,213.00",13.24,United States,NASDAQ,USD
CBL,CBL ASSOCIATES PROPERTIES INC,Real Estate,Equity,"280,932.30",0,"280,932.30","8,910.00",31.53,United States,New York Stock Exchange Inc.,USD
METC,RAMACO RESOURCES INC CLASS A,Materials,Equity,"281,099.94",0,"281,099.94","11,253.00",24.98,United States,NASDAQ,USD
OCFC,OCEANFIRST FINANCIAL CORP,Financials,Equity,"281,170.20",0,"281,170.20","15,060.00",18.67,United States,NASDAQ,USD
ASTE,ASTEC INDUSTRIES INC,Industrials,Equity,"278,638.38",0,"278,638.38","5,931.00",46.98,United States,NASDAQ,USD
CRI,CARTERS INC,Consumer Discretionary,Equity,"279,216.72",0,"279,216.72","9,756.00",28.62,United States,New York Stock Exchange Inc.,USD
