,Ticker,Name,Sector,Weight (%),CapitalExpenditure_2024Q2,CapitalExpenditure_2024Q3,CapitalExpenditure_2024Q4,CapitalExpenditure_2025Q1,CashAndSTInvestments_2024Q2,CashAndSTInvestments_2024Q3,CashAndSTInvestments_2024Q4,CashAndSTInvestments_2025Q1,CashFromOps_2024Q2,CashFromOps_2024Q3,CashFromOps_2024Q4,CashFromOps_2025Q1,CostOfRevenue_2024Q2,CostOfRevenue_2024Q3,CostOfRevenue_2024Q4,CostOfRevenue_2025Q1,CurrentAssets_2024Q2,CurrentAssets_2024Q3,CurrentAssets_2024Q4,CurrentAssets_2025Q1,CurrentLiabilities_2024Q2,CurrentLiabilities_2024Q3,CurrentLiabilities_2024Q4,CurrentLiabilities_2025Q1,EPS_2024Q2,EPS_2024Q3,EPS_2024Q4,EPS_2025Q1,Exchange,IncomeTaxExpense_2024Q2,IncomeTaxExpense_2024Q3,IncomeTaxExpense_2024Q4,IncomeTaxExpense_2025Q1,InterestExpense_2024Q2,InterestExpense_2024Q3,InterestExpense_2024Q4,InterestExpense_2025Q1,Location,LongTermDebt_2024Q2,LongTermDebt_2024Q3,LongTermDebt_2024Q4,LongTermDebt_2025Q1,Market Value,NetIncome_2024Q2,NetIncome_2024Q3,NetIncome_2024Q4,NetIncome_2025Q1,Notional Value,OperatingIncome_2024Q2,OperatingIncome_2024Q3,OperatingIncome_2024Q4,OperatingIncome_2025Q1,OtherOperatingExpense_2024Q2,OtherOperatingExpense_2024Q3,OtherOperatingExpense_2024Q4,OtherOperatingExpense_2025Q1,Price,Quantity,Revenue_2024Q2,Revenue_2024Q3,Revenue_2024Q4,Revenue_2025Q1,TotalAssets_2024Q2,TotalAssets_2024Q3,TotalAssets_2024Q4,TotalAssets_2025Q1,TotalDebt_2024Q2,TotalDebt_2024Q3,TotalDebt_2024Q4,TotalDebt_2025Q1,TotalEquity_2024Q2,TotalEquity_2024Q3,TotalEquity_2024Q4,TotalEquity_2025Q1,TotalLiabilities_2024Q2,TotalLiabilities_2024Q3,TotalLiabilities_2024Q4,TotalLiabilities_2025Q1,GDP_2024Q1,GDP_2024Q2,GDP_2024Q3,GDP_2024Q4,GDP_2025Q1,GDPReal_2024Q1,GDPReal_2024Q2,GDPReal_2024Q3,GDPReal_2024Q4,GDPReal_2025Q1,Unemployment_2024Q1,Unemployment_2024Q2,Unemployment_2024Q3,Unemployment_2024Q4,Unemployment_2025Q1,InterestRate_2024Q1,InterestRate_2024Q2,InterestRate_2024Q3,InterestRate_2024Q4,InterestRate_2025Q1,IndustrialProd_2024Q1,IndustrialProd_2024Q2,IndustrialProd_2024Q3,IndustrialProd_2024Q4,IndustrialProd_2025Q1,Inflation_2024Q1,Inflation_2024Q2,Inflation_2024Q3,Inflation_2024Q4,Inflation_2025Q1,Market Cap
430,PNR,PENTAIR,Industrials,0.03,-17000000.0,-15400000.0,-22700000.0,-16800000.0,214300000.0,218100000.0,118700000.0,140600000.0,539200000.0,248600000.0,86500000.0,-38900000.0,661400000.0,600200000.0,595300000.0,607100000.0,1563500000.0,1489100000.0,1436100000.0,1727100000.0,950400000.0,928800000.0,895100000.0,912700000.0,1.11,0.84,0.99,0.93,New York Stock Exchange Inc.,34800000.0,20600000.0,18000000.0,28000000.0,26300000.0,19800000.0,15200000.0,19700000.0,1,1752600000.0,1628400000.0,1638700000.0,1835700000.0,4823709.68,186100000.0,139600000.0,166400000.0,154900000.0,"4,823,709.68",248000000.0,209000000.0,206700000.0,203100000.0,189900000.0,184200000.0,170900000.0,200200000.0,110.06,"43,828.00",1099300000.0,993400000.0,972900000.0,1010400000.0,6548000000.0,6472600000.0,6446500000.0,6747200000.0,1885400000.0,1741500000.0,1767100000.0,1953800000.0,3432900000.0,3498800000.0,3562900000.0,3633600000.0,3115100000.0,2973800000.0,2883600000.0,3113600000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
1029,PJT,PJT PARTNERS INC CLASS A,Financials,0.01,-516000.0,-1918000.0,-425000.0,-1982000.0,164203000.0,148836000.0,483877000.0,194271000.0,193554000.0,180459000.0,195716000.0,-75939000.0,250326000.0,226794000.0,326022000.0,221142000.0,507934000.0,492408000.0,804660000.0,532899000.0,74476000.0,83534000.0,79916000.0,89558000.0,1.06,0.79,1.83,1.99,New York Stock Exchange Inc.,11368000.0,8314000.0,11883000.0,-21585000.0,-24715000.0,-18923000.0,-39693000.0,-20147000.0,1,325993000.0,353308000.0,354520000.0,410251000.0,1122700.8,28316000.0,22150000.0,51304000.0,54016000.0,"1,122,700.80",68224000.0,59497000.0,109361000.0,58575000.0,41631000.0,40031000.0,41898000.0,44814000.0,179.92,"6,240.00",360181000.0,326322000.0,477281000.0,324531000.0,1417795000.0,1559523000.0,1635334000.0,1396700000.0,325993000.0,353308000.0,354520000.0,410251000.0,847770000.0,880526000.0,901643000.0,824312000.0,570025000.0,678997000.0,733691000.0,572388000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
2258,PKST,PEAKSTONE REALTY TRUST CLASS E,Real Estate,0.0,-2604000.0,-1924000.0,3862000.0,-4176000.0,446800000.0,241550000.0,146514000.0,204017000.0,24537000.0,22225000.0,31702000.0,20216000.0,10530000.0,11101000.0,10492000.0,8771000.0,529315000.0,368698000.0,214581000.0,375446000.0,42431000.0,42134000.0,42914000.0,505959000.0,-0.11,-0.67,0.35,-1.35,New York Stock Exchange Inc.,-4101000.0,-26549000.0,13817000.0,-53401000.0,15845000.0,14140000.0,15916000.0,15978000.0,1,1408517000.0,1168010000.0,1344619000.0,880686000.0,98300.4,-3768000.0,-24395000.0,12713000.0,-49382000.0,"98,300.40",13139000.0,11854000.0,12418000.0,14067000.0,32283000.0,32005000.0,35023000.0,34133000.0,13.54,"7,260.00",55952000.0,54960000.0,57933000.0,56971000.0,2730715000.0,2444334000.0,2676232000.0,2595197000.0,1470003000.0,1228754000.0,1438482000.0,1437165000.0,1186591000.0,1132171000.0,1152022000.0,1078796000.0,1544124000.0,1312163000.0,1524210000.0,1516401000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1652,GTY,GETTY REALTY REIT CORP,Real Estate,0.0,-168000.0,-208000.0,-320000.0,-50000.0,4723000.0,4013000.0,9484000.0,6292000.0,29729000.0,34633000.0,36191000.0,28677000.0,3983000.0,3927000.0,3245000.0,1982000.0,145599000.0,123515000.0,107376000.0,106787000.0,82769000.0,80857000.0,303202000.0,226310000.0,0.3,0.27,0.39,0.25,New York Stock Exchange Inc.,16711000.0,15335000.0,22295000.0,14786000.0,9662000.0,10052000.0,10423000.0,11732000.0,1,821852000.0,822230000.0,673511000.0,748287000.0,336860.58,16711000.0,15335000.0,22295000.0,14786000.0,"336,860.58",26564000.0,27327000.0,27831000.0,27265000.0,19390000.0,20213000.0,21940000.0,23083000.0,28.63,"11,766.00",49937000.0,51467000.0,53016000.0,52330000.0,1891876000.0,1901863000.0,1973680000.0,1969635000.0,854615000.0,849303000.0,918904000.0,919112000.0,951034000.0,963391000.0,962083000.0,961120000.0,940842000.0,938472000.0,1011597000.0,1008515000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1468,COLM,COLUMBIA SPORTSWEAR,Consumer Discretionary,0.0,-12993000.0,-13948000.0,-18069000.0,-15565000.0,341822000.0,306680000.0,531869000.0,323339000.0,2120000.0,-185501000.0,567650000.0,-32038000.0,296825000.0,464209000.0,536040000.0,382395000.0,1847810000.0,1826258000.0,2008582000.0,1741336000.0,544441000.0,566940000.0,766545000.0,558783000.0,-0.2,1.56,1.8,0.75,NASDAQ,-3241000.0,29031000.0,37275000.0,12628000.0,8344000.0,5364000.0,4798000.0,6817000.0,1,339327000.0,348786000.0,373328000.0,380562000.0,466372.16,-11741000.0,90157000.0,102557000.0,42248000.0,"466,372.16",-23802000.0,112541000.0,137321000.0,46508000.0,297221000.0,355018000.0,423227000.0,349549000.0,57.52,"8,108.00",570244000.0,931768000.0,1096588000.0,778452000.0,2760821000.0,2760740000.0,2975265000.0,2707415000.0,411428000.0,421754000.0,449185000.0,456876000.0,1823962000.0,1787472000.0,1780039000.0,1709767000.0,936859000.0,973268000.0,1195226000.0,997648000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
209,ROST,ROSS STORES INC,Consumer Discretionary,0.08,,-197486000.0,-180387000.0,-205982000.0,,4668137000.0,4349262000.0,4730744000.0,,592121000.0,513389000.0,882557000.0,,3791929000.0,3634283000.0,4343622000.0,,7594983000.0,7626289000.0,7538696000.0,,4874240000.0,4843698000.0,4661825000.0,,1.59,1.48,1.79,NASDAQ,,175435000.0,157935000.0,183981000.0,,16932000.0,15395000.0,13792000.0,1,,1513826000.0,1514452000.0,1515080000.0,13119502.55,,527148000.0,488808000.0,586784000.0,"13,119,502.55",,659233000.0,604216000.0,731024000.0,,836357000.0,832855000.0,837633000.0,152.81,"85,855.00",,5287519000.0,5071354000.0,5912279000.0,,14678021000.0,14905186000.0,14905332000.0,,5864129000.0,5734476000.0,5682429000.0,,5130532000.0,5263363000.0,5509195000.0,,9547489000.0,9641823000.0,9396137000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Large-Cap
2165,EBF,ENNIS INC,Industrials,0.0,-2510000.0,-1108000.0,-632000.0,-1639000.0,91363000.0,99977000.0,55704000.0,67000000.0,23105000.0,11836000.0,18156000.0,12758000.0,72204000.0,69259000.0,70522000.0,65339000.0,211138000.0,212359000.0,152415000.0,152740000.0,36793000.0,33895000.0,32319000.0,33304000.0,0.41,0.4,0.39,0.35,New York Stock Exchange Inc.,4054000.0,3909000.0,3871000.0,3398000.0,1359000.0,1369000.0,1390000.0,754000.0,1,4489000.0,4214000.0,6161000.0,5310000.0,120350.87,10687000.0,10308000.0,10204000.0,9023000.0,"120,350.87",13734000.0,13222000.0,12908000.0,12052000.0,17170000.0,16557000.0,16341000.0,15310000.0,18.61,"6,467.00",103108000.0,99038000.0,99771000.0,92701000.0,406167000.0,406814000.0,346055000.0,348935000.0,8564000.0,8154000.0,10825000.0,9476000.0,354373000.0,358369000.0,297696000.0,301980000.0,51794000.0,48445000.0,48359000.0,46955000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1909,HOUS,ANYWHERE REAL ESTATE INC,Real Estate,0.0,-18000000.0,-18000000.0,-24000000.0,-20000000.0,128000000.0,102000000.0,118000000.0,110000000.0,39000000.0,120000000.0,67000000.0,-105000000.0,1108000000.0,998000000.0,886000000.0,785000000.0,691000000.0,648000000.0,581000000.0,589000000.0,1498000000.0,1447000000.0,1389000000.0,1449000000.0,0.27,0.06,-0.58,-0.7,New York Stock Exchange Inc.,11000000.0,2000000.0,13000000.0,-24000000.0,40000000.0,38000000.0,36000000.0,36000000.0,1,2054000000.0,2030000000.0,2031000000.0,2033000000.0,194354.37,30000000.0,7000000.0,-64000000.0,-78000000.0,"194,354.37",88000000.0,40000000.0,8000000.0,-51000000.0,473000000.0,497000000.0,468000000.0,470000000.0,6.21,"31,297.00",1669000000.0,1535000000.0,1362000000.0,1204000000.0,5846000000.0,5748000000.0,5636000000.0,5588000000.0,3246000000.0,3090000000.0,3057000000.0,3162000000.0,1614000000.0,1626000000.0,1570000000.0,1496000000.0,4232000000.0,4122000000.0,4066000000.0,4092000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1786,TWO,TWO HARBORS INVESTMENT CORP,Financials,0.0,-3353000.0,-43194000.0,-27505000.0,-1514000.0,624199000.0,522581000.0,504613000.0,573882000.0,143652000.0,87081000.0,-21059000.0,111913000.0,109480000.0,-210358000.0,348486000.0,-31530000.0,,,,,1279271000.0,1002188000.0,1022203000.0,941142000.0,0.43,-2.42,2.37,-0.89,New York Stock Exchange Inc.,14201000.0,-10458000.0,30872000.0,431000.0,154207000.0,154931000.0,138668000.0,131714000.0,1,259412000.0,259815000.0,260229000.0,260591000.0,248352.0,56336000.0,-238485000.0,276729000.0,-79055000.0,"248,352.00",,,,,154207000.0,154931000.0,138668000.0,131714000.0,10.4,"23,880.00",109480000.0,-210358000.0,348486000.0,-31530000.0,12849717000.0,12887842000.0,12204319000.0,13683313000.0,1538683000.0,1262003000.0,1282432000.0,1201733000.0,2195297000.0,2169374000.0,2122509000.0,2146789000.0,10654420000.0,10718468000.0,10081810000.0,11536524000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1244,CWT,CALIFORNIA WATER SERVICE GROUP,Utilities,0.0,-104608000.0,-117750000.0,-138636000.0,-110103000.0,37272000.0,59556000.0,50121000.0,44460000.0,94424000.0,101843000.0,68085000.0,38421000.0,86434000.0,100971000.0,90708000.0,67392000.0,266810000.0,362951000.0,324136000.0,319223000.0,512500000.0,570729000.0,538364000.0,604084000.0,0.7,1.03,0.33,0.22,New York Stock Exchange Inc.,10364000.0,10841000.0,9578000.0,10968000.0,14028000.0,13596000.0,14884000.0,15652000.0,1,1051792000.0,1051585000.0,1104571000.0,1104373000.0,718699.17,40551000.0,60680000.0,19659000.0,13331000.0,"718,699.17",56855000.0,85615000.0,20145000.0,25612000.0,101010000.0,112977000.0,111342000.0,110969000.0,46.69,"15,393.00",244299000.0,299563000.0,222195000.0,203973000.0,4871242000.0,5014908000.0,5180283000.0,5257751000.0,1297975000.0,1312475000.0,1383211000.0,1461818000.0,1547691000.0,1631632000.0,1638286000.0,1631989000.0,3323551000.0,3383276000.0,3541997000.0,3625762000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
2293,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,0.0,-77140000.0,-65101000.0,-40790000.0,-52573000.0,7486000.0,11834000.0,19351000.0,20602000.0,9550000.0,6202000.0,59738000.0,84308000.0,383599000.0,354776000.0,402247000.0,342313000.0,382809000.0,405746000.0,409813000.0,389093000.0,303636000.0,297363000.0,304568000.0,328846000.0,1.17,1.01,0.77,0.23,NASDAQ,10384000.0,8682000.0,7109000.0,2020000.0,7792000.0,8546000.0,11840000.0,11152000.0,1,403951000.0,471700000.0,670273000.0,645153000.0,87839.16,30734000.0,26540000.0,20176000.0,6014000.0,"87,839.16",47103000.0,46354000.0,38284000.0,15680000.0,31462000.0,25703000.0,24600000.0,24397000.0,25.14,"3,494.00",462164000.0,426833000.0,465131000.0,382390000.0,1472056000.0,1554894000.0,1786837000.0,1800205000.0,567306000.0,632269000.0,838436000.0,838883000.0,608895000.0,630982000.0,647023000.0,646402000.0,863161000.0,923912000.0,1139814000.0,1153803000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
2189,CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,0.0,-88000000.0,-70000000.0,-109000000.0,-85000000.0,39000000.0,33000000.0,37000000.0,431000000.0,101000000.0,67000000.0,216000000.0,120000000.0,483000000.0,469000000.0,507000000.0,489000000.0,3199000000.0,3108000000.0,3301000000.0,3407000000.0,2172000000.0,2126000000.0,2345000000.0,2370000000.0,-0.1,-2.95,-0.53,-0.1,New York Stock Exchange Inc.,24000000.0,-64000000.0,92000000.0,42000000.0,216000000.0,216000000.0,220000000.0,219000000.0,1,11504000000.0,11467000000.0,11432000000.0,11303000000.0,115693.08,-13000000.0,-391000000.0,-70000000.0,-13000000.0,"115,693.08",248000000.0,62000000.0,285000000.0,260000000.0,2409000000.0,2559000000.0,2473000000.0,2410000000.0,2.84,"40,737.00",3140000000.0,3090000000.0,3265000000.0,3159000000.0,14411000000.0,13905000000.0,14054000000.0,13890000000.0,12187000000.0,12128000000.0,12102000000.0,11979000000.0,-879000000.0,-1270000000.0,-1317000000.0,-1329000000.0,15290000000.0,15175000000.0,15371000000.0,15219000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1360,EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,0.0,-1787000.0,-853000.0,-1881000.0,-4401000.0,394330000.0,427370000.0,760345000.0,474950000.0,76508000.0,89026000.0,51977000.0,40022000.0,130127000.0,135641000.0,135991000.0,137375000.0,,,,,,,,,1.19,1.32,1.28,1.31,NASDAQ,11741000.0,12198000.0,11811000.0,11071000.0,71115000.0,72835000.0,69011000.0,64264000.0,1,412534000.0,477222000.0,192754000.0,617330000.0,568362.2,45446000.0,50585000.0,48834000.0,49961000.0,"568,362.20",,,,,71115000.0,72835000.0,69011000.0,64264000.0,61.18,"9,290.00",130127000.0,135641000.0,135991000.0,137375000.0,14615666000.0,14954125000.0,15596431000.0,15676594000.0,412534000.0,477222000.0,192754000.0,617330000.0,1755273000.0,1832011000.0,1824002000.0,1868073000.0,12860393000.0,13122114000.0,13772429000.0,13808521000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1386,WT,WISDOMTREE INC,Financials,0.0,-628000.0,-632000.0,-559000.0,-608000.0,118987000.0,165291000.0,181191000.0,170373000.0,32210000.0,47714000.0,34575000.0,6370000.0,50929000.0,50409000.0,52890000.0,54502000.0,254700000.0,307165000.0,318378000.0,313491000.0,84688000.0,106473000.0,109197000.0,81864000.0,0.13,-0.13,0.18,0.17,New York Stock Exchange Inc.,7767000.0,8351000.0,6890000.0,5739000.0,4140000.0,5027000.0,5616000.0,5441000.0,1,275638000.0,511406000.0,512033000.0,512657000.0,546604.68,21759000.0,-4485000.0,27308000.0,24629000.0,"546,604.68",33511000.0,40792000.0,35040000.0,34162000.0,22594000.0,21967000.0,22767000.0,19418000.0,13.74,"39,782.00",107034000.0,113168000.0,110697000.0,108082000.0,964130000.0,1019435000.0,1033540000.0,1022856000.0,276485000.0,512626000.0,512913000.0,513239000.0,445564000.0,374918000.0,399980000.0,415631000.0,518566000.0,644517000.0,633560000.0,607225000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
38,LIN,LINDE PLC,Materials,0.35,-1133000000.0,-1066000000.0,-1250000000.0,-1270000000.0,4626000000.0,5187000000.0,4850000000.0,5294000000.0,1929000000.0,2731000000.0,2809000000.0,2161000000.0,4251000000.0,4356000000.0,4320000000.0,4157000000.0,12843000000.0,13460000000.0,12945000000.0,13597000000.0,13504000000.0,14049000000.0,14544000000.0,14485000000.0,3.44,3.22,,3.51,NASDAQ,508000000.0,498000000.0,533000000.0,511000000.0,70000000.0,68000000.0,284000000.0,60000000.0,1,16931000000.0,17475000000.0,15343000000.0,17608000000.0,58931597.28,1663000000.0,1550000000.0,1725000000.0,1673000000.0,"58,931,597.28",2182000000.0,2180000000.0,2196000000.0,2221000000.0,1834000000.0,1820000000.0,1766000000.0,1734000000.0,472.39,"124,752.00",8267000000.0,8356000000.0,8282000000.0,8112000000.0,80215000000.0,82546000000.0,80147000000.0,82704000000.0,21518000000.0,22262000000.0,22609000000.0,23897000000.0,39551000000.0,40603000000.0,39488000000.0,39463000000.0,40664000000.0,41943000000.0,40659000000.0,43241000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Large-Cap
1536,WLDN,WILLDAN GROUP INC,Industrials,0.0,-2154000.0,-1949000.0,-2339000.0,-2310000.0,44267000.0,53106000.0,74158000.0,38364000.0,889000.0,10773000.0,33462000.0,3311000.0,92192000.0,106651000.0,89102000.0,94725000.0,200450000.0,228139000.0,235524000.0,197005000.0,110827000.0,128551000.0,137677000.0,122208000.0,0.33,0.51,0.53,0.32,NASDAQ,720000.0,157000.0,2246000.0,506000.0,1960000.0,1934000.0,1770000.0,1802000.0,1,84164000.0,81757000.0,79350000.0,84443000.0,417510.72,4594000.0,7346000.0,7688000.0,4687000.0,"417,510.72",6448000.0,8674000.0,10870000.0,7036000.0,42356000.0,42927000.0,44089000.0,50625000.0,103.14,"4,048.00",140996000.0,158252000.0,144061000.0,152386000.0,421289000.0,447253000.0,464863000.0,471158000.0,113041000.0,110624000.0,107747000.0,104037000.0,213005000.0,223961000.0,234343000.0,245516000.0,208284000.0,223292000.0,230520000.0,225642000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1838,CTBI,COMMUNITY TRUST BANCORP INC,Financials,0.0,-1524000.0,-1339000.0,-3034000.0,-2077000.0,161906000.0,241185000.0,369750000.0,340910000.0,19971000.0,36613000.0,22404000.0,36582000.0,61386000.0,62762000.0,65687000.0,66164000.0,,,,,,,,,1.09,1.23,1.25,1.22,NASDAQ,6493000.0,5372000.0,6838000.0,6416000.0,30970000.0,32615000.0,32452000.0,30787000.0,1,64454000.0,64393000.0,64330000.0,64267000.0,224768.8,19499000.0,22142000.0,22493000.0,21972000.0,"224,768.80",,,,,30970000.0,32615000.0,32452000.0,30787000.0,58.84,"3,820.00",61386000.0,62762000.0,65687000.0,66164000.0,5804339000.0,5962968000.0,6193245000.0,6276518000.0,80334000.0,79923000.0,79520000.0,80728000.0,719323000.0,760762000.0,757584000.0,784172000.0,5085016000.0,5202206000.0,5435661000.0,5492346000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
2226,LAB,STANDARD BIOTOOLS INC,Health Care,0.0,-1937000.0,-2255000.0,-3382000.0,-5054000.0,269811000.0,210647000.0,166728000.0,150880000.0,-39050000.0,-27869000.0,-14059000.0,-30283000.0,12118000.0,21708000.0,24813000.0,21054000.0,480029000.0,453607000.0,375880000.0,344019000.0,123808000.0,120615000.0,65894000.0,56236000.0,-0.12,-0.07,-0.09,-0.07,NASDAQ,39000.0,118000.0,272000.0,-151000.0,858000.0,,,2000.0,1,299000.0,299000.0,299000.0,299000.0,104537.73,-45718000.0,-26938000.0,-34072000.0,-26033000.0,"104,537.73",-21730000.0,-24298000.0,-29736000.0,-30294000.0,32104000.0,47559000.0,51641000.0,50035000.0,1.29,"81,037.00",22492000.0,44969000.0,46718000.0,40795000.0,708732000.0,681539000.0,612344000.0,579597000.0,90550000.0,89474000.0,32996000.0,31530000.0,510261000.0,489333000.0,471722000.0,454595000.0,198471000.0,192206000.0,140622000.0,125002000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
