,Ticker,Name,Sector,Weight (%),CapitalExpenditure_2024Q2,CapitalExpenditure_2024Q3,CapitalExpenditure_2024Q4,CapitalExpenditure_2025Q1,CashAndSTInvestments_2024Q2,CashAndSTInvestments_2024Q3,CashAndSTInvestments_2024Q4,CashAndSTInvestments_2025Q1,CashFromOps_2024Q2,CashFromOps_2024Q3,CashFromOps_2024Q4,CashFromOps_2025Q1,CostOfRevenue_2024Q2,CostOfRevenue_2024Q3,CostOfRevenue_2024Q4,CostOfRevenue_2025Q1,CurrentAssets_2024Q2,CurrentAssets_2024Q3,CurrentAssets_2024Q4,CurrentAssets_2025Q1,CurrentLiabilities_2024Q2,CurrentLiabilities_2024Q3,CurrentLiabilities_2024Q4,CurrentLiabilities_2025Q1,EPS_2024Q2,EPS_2024Q3,EPS_2024Q4,EPS_2025Q1,Exchange,IncomeTaxExpense_2024Q2,IncomeTaxExpense_2024Q3,IncomeTaxExpense_2024Q4,IncomeTaxExpense_2025Q1,InterestExpense_2024Q2,InterestExpense_2024Q3,InterestExpense_2024Q4,InterestExpense_2025Q1,Location,LongTermDebt_2024Q2,LongTermDebt_2024Q3,LongTermDebt_2024Q4,LongTermDebt_2025Q1,Market Value,NetIncome_2024Q2,NetIncome_2024Q3,NetIncome_2024Q4,NetIncome_2025Q1,Notional Value,OperatingIncome_2024Q2,OperatingIncome_2024Q3,OperatingIncome_2024Q4,OperatingIncome_2025Q1,OtherOperatingExpense_2024Q2,OtherOperatingExpense_2024Q3,OtherOperatingExpense_2024Q4,OtherOperatingExpense_2025Q1,Price,Quantity,Revenue_2024Q2,Revenue_2024Q3,Revenue_2024Q4,Revenue_2025Q1,TotalAssets_2024Q2,TotalAssets_2024Q3,TotalAssets_2024Q4,TotalAssets_2025Q1,TotalDebt_2024Q2,TotalDebt_2024Q3,TotalDebt_2024Q4,TotalDebt_2025Q1,TotalEquity_2024Q2,TotalEquity_2024Q3,TotalEquity_2024Q4,TotalEquity_2025Q1,TotalLiabilities_2024Q2,TotalLiabilities_2024Q3,TotalLiabilities_2024Q4,TotalLiabilities_2025Q1,GDP_2024Q1,GDP_2024Q2,GDP_2024Q3,GDP_2024Q4,GDP_2025Q1,GDPReal_2024Q1,GDPReal_2024Q2,GDPReal_2024Q3,GDPReal_2024Q4,GDPReal_2025Q1,Unemployment_2024Q1,Unemployment_2024Q2,Unemployment_2024Q3,Unemployment_2024Q4,Unemployment_2025Q1,InterestRate_2024Q1,InterestRate_2024Q2,InterestRate_2024Q3,InterestRate_2024Q4,InterestRate_2025Q1,IndustrialProd_2024Q1,IndustrialProd_2024Q2,IndustrialProd_2024Q3,IndustrialProd_2024Q4,IndustrialProd_2025Q1,Inflation_2024Q1,Inflation_2024Q2,Inflation_2024Q3,Inflation_2024Q4,Inflation_2025Q1,Market Cap
2179,LOCO,EL POLLO LOCO INC,Consumer Discretionary,0.0,-6525000.0,-3891000.0,-4503000.0,-3389000.0,10465000.0,7895000.0,2484000.0,4323000.0,16954000.0,13029000.0,5635000.0,4735000.0,94126000.0,94721000.0,89978000.0,95033000.0,26005000.0,23486000.0,19895000.0,23843000.0,74886000.0,75587000.0,75658000.0,74804000.0,0.25,0.21,0.2,0.19,NASDAQ,3158000.0,2415000.0,1829000.0,2315000.0,1527000.0,1536000.0,1272000.0,1176000.0,1,87000000.0,76000000.0,71000000.0,73000000.0,117209.59,7633000.0,6186000.0,5953000.0,5481000.0,"117,209.59",12393000.0,10222000.0,9204000.0,8994000.0,15657000.0,15452000.0,15102000.0,15150000.0,10.39,"11,281.00",122176000.0,120395000.0,114284000.0,119177000.0,593846000.0,589974000.0,592014000.0,590452000.0,275064000.0,263819000.0,263020000.0,261541000.0,248578000.0,255210000.0,260669000.0,265701000.0,345268000.0,334764000.0,331345000.0,324751000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
1591,HTO,H2O AMERICA,Utilities,0.0,-97326000.0,-101737000.0,-107320000.0,-84759000.0,22804000.0,3967000.0,11114000.0,23696000.0,49316000.0,53534000.0,41460000.0,43181000.0,78351000.0,104218000.0,82273000.0,66466000.0,173179000.0,187276000.0,190714000.0,197272000.0,350133000.0,244049000.0,261173000.0,296679000.0,0.64,1.17,0.68,0.49,NASDAQ,8419000.0,9361000.0,9318000.0,9195000.0,18294000.0,17516000.0,17996000.0,18272000.0,1,1549587000.0,1673715000.0,1706904000.0,1691475000.0,380642.68,20696000.0,38652000.0,22920000.0,16551000.0,"380,642.68",40570000.0,58353000.0,43667000.0,35896000.0,57253000.0,62492000.0,71880000.0,65237000.0,49.94,"7,622.00",176174000.0,225063000.0,197820000.0,167599000.0,4439427000.0,4552302000.0,4658309000.0,4728810000.0,1776105000.0,1775038000.0,1829676000.0,1862730000.0,1274608000.0,1333805000.0,1366974000.0,1397337000.0,3164819000.0,3218497000.0,3291335000.0,3331473000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
553,RGLD,ROYAL GOLD INC,Materials,0.02,-51152000.0,-3427000.0,-46881000.0,-58246000.0,74232000.0,127882000.0,195498000.0,240760000.0,113515000.0,136651000.0,141053000.0,136369000.0,61502000.0,64889000.0,60207000.0,59262000.0,133498000.0,202105000.0,275287000.0,316499000.0,122383000.0,86323000.0,85151000.0,66772000.0,1.23,1.46,,1.72,NASDAQ,18991000.0,21510000.0,26078000.0,10389000.0,2516000.0,1207000.0,1419000.0,1156000.0,1,,,,,3208217.88,81208000.0,96242000.0,107408000.0,113498000.0,"3,208,217.88",102083000.0,118846000.0,133444000.0,123111000.0,10511000.0,10102000.0,8909000.0,11063000.0,180.46,"17,778.00",174096000.0,193837000.0,202560000.0,193436000.0,3269021000.0,3301625000.0,3392130000.0,3458318000.0,50000000.0,,,,2981193000.0,3050928000.0,3131206000.0,3215146000.0,287828000.0,250697000.0,260924000.0,243172000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Mid-Cap
828,APPF,APPFOLIO INC CLASS A,Information Technology,0.01,-1442000.0,-1946000.0,-1253000.0,-866000.0,59639000.0,62417000.0,42504000.0,56933000.0,50869000.0,57770000.0,36566000.0,38465000.0,69601000.0,71631000.0,76189000.0,79498000.0,348797000.0,395143000.0,335402000.0,272014000.0,63349000.0,63697000.0,63280000.0,58606000.0,0.81,0.9,2.79,0.86,NASDAQ,9839000.0,13576000.0,-75580000.0,5409000.0,3476000.0,4014000.0,3499000.0,2953000.0,1,39447000.0,38402000.0,37476000.0,36328000.0,1672926.84,29665000.0,33006000.0,102734000.0,31383000.0,"1,672,926.84",36028000.0,42568000.0,22958000.0,33783000.0,91746000.0,91534000.0,104517000.0,104421000.0,279.24,"5,991.00",197375000.0,205733000.0,203664000.0,217702000.0,479317000.0,523297000.0,626678000.0,564733000.0,43322000.0,41543000.0,41749000.0,40697000.0,371412000.0,412827000.0,519290000.0,462119000.0,107905000.0,110470000.0,107388000.0,102614000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1030,NOVT,NOVANTA INC,Information Technology,0.01,-4937000.0,-3561000.0,-2249000.0,-4284000.0,98468000.0,92690000.0,113989000.0,106045000.0,41095000.0,23026000.0,61562000.0,31684000.0,132175000.0,135190000.0,129835000.0,129012000.0,424791000.0,436934000.0,433648000.0,434138000.0,153470000.0,156600000.0,167791000.0,146686000.0,0.38,0.53,0.46,0.59,NASDAQ,3375000.0,5033000.0,4331000.0,5210000.0,-8266000.0,-8079000.0,-6890000.0,-5644000.0,1,477113000.0,452502000.0,411949000.0,385279000.0,1123278.3,13755000.0,19192000.0,16464000.0,21208000.0,"1,123,278.30",28258000.0,35054000.0,33091000.0,29966000.0,75431000.0,74161000.0,75134000.0,74388000.0,115.35,"9,738.00",235864000.0,244405000.0,238060000.0,233366000.0,1398574000.0,1418823000.0,1388511000.0,1385456000.0,537259000.0,514289000.0,471001000.0,442531000.0,701992000.0,742195000.0,745698000.0,769755000.0,696582000.0,676628000.0,642813000.0,615701000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1011,RKT,ROCKET COMPANIES INC CLASS A,Financials,0.01,-330198000.0,-329173000.0,-114350000.0,-69830000.0,1309494000.0,1228234000.0,1272853000.0,1408800000.0,-122329000.0,-1337357000.0,1843169000.0,-797005000.0,1262358000.0,608328000.0,1716124000.0,998977000.0,,,,,182400000.0,165400000.0,253349000.0,239991000.0,0.01,-0.19,0.23,-0.08,New York Stock Exchange Inc.,14117000.0,-15895000.0,26346000.0,-10657000.0,119657000.0,140440000.0,119325000.0,102326000.0,1,5455037000.0,6095630000.0,4763143000.0,5049242000.0,1171501.25,1295000.0,-22011000.0,33871000.0,-10383000.0,"1,171,501.25",,,,,119657000.0,140440000.0,119325000.0,102326000.0,19.15,"61,175.00",1262358000.0,608328000.0,1716124000.0,998977000.0,23648714000.0,25118134000.0,24510063000.0,25250877000.0,5993487000.0,6596980000.0,5335788000.0,5599653000.0,8813921000.0,8352384000.0,9043380000.0,8583637000.0,14834793000.0,16765750000.0,15466683000.0,16667240000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
821,LYFT,LYFT INC CLASS A,Industrials,0.01,-19799000.0,-21150000.0,-13415000.0,-6500000.0,604357000.0,770298000.0,759319000.0,985494000.0,276202000.0,263992000.0,153366000.0,287234000.0,819518000.0,888255000.0,874579000.0,862874000.0,2679933000.0,2867368000.0,2950533000.0,3123910000.0,3640838000.0,3848606000.0,3880742000.0,4072940000.0,0.01,-0.03,,0.01,NASDAQ,1851000.0,-682000.0,-1196000.0,3351000.0,7852000.0,7362000.0,6659000.0,6150000.0,1,578334000.0,574475000.0,565968000.0,549878000.0,1698140.6,5014000.0,-12426000.0,61731000.0,2567000.0,"1,698,140.60",-27226000.0,-56687000.0,27952000.0,-28849000.0,643554000.0,691124000.0,647746000.0,616147000.0,16.79,"101,140.00",1435846000.0,1522692000.0,1550277000.0,1450172000.0,4997084000.0,5263155000.0,5435069000.0,5667998000.0,1163871000.0,1149930000.0,1172313000.0,1182803000.0,577628000.0,655779000.0,767016000.0,838115000.0,4419456000.0,4607376000.0,4668053000.0,4829883000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1755,OBK,ORIGIN BANCORP INC,Financials,0.0,-5363000.0,-7333000.0,-5445000.0,-3253000.0,288050000.0,321191000.0,470249000.0,486202000.0,11896000.0,39577000.0,29875000.0,35563000.0,95210000.0,90042000.0,77588000.0,95154000.0,,,,,30000000.0,20000000.0,0.0,,0.67,0.6,0.46,0.71,New York Stock Exchange Inc.,5747000.0,5068000.0,3725000.0,6138000.0,67904000.0,69453000.0,61484000.0,54084000.0,1,166116000.0,166129000.0,166141000.0,95727000.0,272261.85,20989000.0,18601000.0,14270000.0,22411000.0,"272,261.85",,,,,67904000.0,69453000.0,61484000.0,54084000.0,39.09,"6,965.00",95210000.0,90042000.0,77588000.0,95154000.0,9947182000.0,9965986000.0,9678702000.0,9750372000.0,196116000.0,186129000.0,166141000.0,95727000.0,1095894000.0,1145673000.0,1145245000.0,1180177000.0,8851288000.0,8820313000.0,8533457000.0,8570195000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1059,KFY,KORN FERRY,Industrials,0.01,,-10497000.0,-14310000.0,-17384000.0,,633376000.0,694850000.0,779298000.0,,-227185000.0,121998000.0,213736000.0,,75359000.0,72252000.0,85856000.0,,1415481000.0,1482447000.0,1557320000.0,,658018000.0,717783000.0,817757000.0,1.24,1.17,1.14,1.1,New York Stock Exchange Inc.,,22354000.0,24898000.0,22795000.0,,3945000.0,5626000.0,5461000.0,1,,397140000.0,397336000.0,397535000.0,1035766.0,,62604000.0,60800000.0,58414000.0,"1,035,766.00",,76050000.0,88052000.0,79548000.0,,531352000.0,521656000.0,511134000.0,73.72,"14,050.00",,682761000.0,681960000.0,676538000.0,,3447569000.0,3526653000.0,3649659000.0,,570289000.0,578277000.0,565191000.0,,1759242000.0,1782865000.0,1797277000.0,,1688327000.0,1743788000.0,1852382000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
238,TGT,TARGET CORP,Consumer Staples,0.07,,-639000000.0,-655000000.0,-923000000.0,,3497000000.0,3433000000.0,4762000000.0,,2238000000.0,739000000.0,3289000000.0,,17826000000.0,18375000000.0,22879000000.0,,17918000000.0,20554000000.0,19454000000.0,,19984000000.0,21792000000.0,20799000000.0,,2.57,1.85,2.41,New York Stock Exchange Inc.,,353000000.0,237000000.0,303000000.0,,110000000.0,105000000.0,90000000.0,1,,13654000000.0,14346000000.0,14304000000.0,11163489.23,,1192000000.0,854000000.0,1103000000.0,"11,163,489.23",,1635000000.0,1168000000.0,1467000000.0,,5991000000.0,6125000000.0,6569000000.0,92.71,"120,413.00",,25452000000.0,25668000000.0,30915000000.0,,55995000000.0,58531000000.0,57769000000.0,,18738000000.0,19399000000.0,19875000000.0,,14429000000.0,14489000000.0,14666000000.0,,41566000000.0,44042000000.0,43103000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Large-Cap
1312,CPRX,CATALYST PHARMACEUTICALS INC,Health Care,0.0,-10000.0,-259000.0,-88000.0,,375693000.0,442331000.0,517553000.0,580656000.0,64135000.0,72871000.0,70877000.0,60043000.0,15405000.0,19277000.0,21643000.0,17911000.0,474429000.0,538998000.0,623609000.0,685718000.0,92318000.0,105395000.0,120678000.0,111649000.0,0.33,0.35,0.44,0.45,NASDAQ,14994000.0,13321000.0,18245000.0,14549000.0,3804000.0,,,5275000.0,1,2991000.0,2889000.0,2786000.0,2681000.0,637936.2,40794000.0,43884000.0,55936000.0,56737000.0,"637,936.20",54246000.0,50909000.0,62843000.0,63367000.0,53059000.0,58509000.0,57334000.0,60143000.0,19.8,"32,219.00",122710000.0,128695000.0,141820000.0,141421000.0,706360000.0,772010000.0,851411000.0,908872000.0,3376000.0,3282000.0,3188000.0,3091000.0,608655000.0,660941000.0,727632000.0,794283000.0,97705000.0,111069000.0,123779000.0,114589000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
213,VLO,VALERO ENERGY CORP,Energy,0.08,-194000000.0,-210000000.0,-303000000.0,-249000000.0,5246000000.0,5184000000.0,4657000000.0,4634000000.0,2472000000.0,1295000000.0,1070000000.0,952000000.0,33063000000.0,32132000000.0,30138000000.0,29762000000.0,27115000000.0,23976000000.0,23737000000.0,23590000000.0,18318000000.0,15298000000.0,15495000000.0,15143000000.0,2.71,1.14,0.88,-1.9,New York Stock Exchange Inc.,1456000000.0,1539000000.0,1525000000.0,1504000000.0,140000000.0,141000000.0,135000000.0,137000000.0,1,9746000000.0,9790000000.0,9720000000.0,10312000000.0,12849665.27,880000000.0,364000000.0,281000000.0,-595000000.0,"12,849,665.27",1221000000.0,507000000.0,348000000.0,231000000.0,206000000.0,237000000.0,270000000.0,265000000.0,155.39,"82,693.00",34490000000.0,32876000000.0,30756000000.0,30258000000.0,63615000000.0,60382000000.0,60143000000.0,59177000000.0,10741000000.0,10806000000.0,11540000000.0,10854000000.0,28250000000.0,28000000000.0,27521000000.0,26315000000.0,35365000000.0,32382000000.0,32622000000.0,32862000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Large-Cap
1002,SIRI,SIRIUSXM HOLDINGS INC,Communication,0.01,-173000000.0,-216000000.0,-165000000.0,-189000000.0,100000000.0,127000000.0,162000000.0,127000000.0,489000000.0,309000000.0,679000000.0,242000000.0,1115000000.0,1116000000.0,1138000000.0,1104000000.0,1100000000.0,1133000000.0,1149000000.0,1045000000.0,2558000000.0,3061000000.0,2731000000.0,2479000000.0,0.74,-7.244838,0.83,0.59,NASDAQ,76000000.0,-39000000.0,107000000.0,65000000.0,126000000.0,124000000.0,117000000.0,117000000.0,1,9044000000.0,10137000000.0,10314000000.0,10405000000.0,1185673.14,304000000.0,-2456000000.0,287000000.0,204000000.0,"1,185,673.14",492000000.0,487000000.0,517000000.0,435000000.0,571000000.0,568000000.0,533000000.0,529000000.0,23.58,"50,283.00",2178000000.0,2171000000.0,2188000000.0,2068000000.0,11185000000.0,27483000000.0,27521000000.0,27426000000.0,9390000000.0,10726000000.0,10375000000.0,10466000000.0,-2113000000.0,10859000000.0,11074000000.0,11212000000.0,13298000000.0,16624000000.0,16447000000.0,16214000000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
1544,UFPT,UFP TECHNOLOGIES INC,Health Care,0.0,-2771000.0,-2146000.0,-3007000.0,-2817000.0,16728000.0,16356000.0,13450000.0,14028000.0,11714000.0,19801000.0,24424000.0,13810000.0,77146000.0,103642000.0,102014000.0,105997000.0,162161000.0,201007000.0,194945000.0,205886000.0,51787000.0,78347000.0,76295000.0,79874000.0,1.75,2.11,2.1,2.21,NASDAQ,3820000.0,4858000.0,2724000.0,3097000.0,577000.0,3475000.0,3378000.0,2809000.0,1,35200000.0,199500000.0,176875000.0,170250000.0,410807.95,13552000.0,16361000.0,16375000.0,17184000.0,"410,807.95",19131000.0,25734000.0,23439000.0,23426000.0,13900000.0,15789000.0,18617000.0,18725000.0,208.85,"1,967.00",110177000.0,145165000.0,144070000.0,148148000.0,422396000.0,638508000.0,628995000.0,642642000.0,47953000.0,227940000.0,206033000.0,198543000.0,310176000.0,329146000.0,342760000.0,360674000.0,112220000.0,309362000.0,286235000.0,281968000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
748,CGNX,COGNEX CORP,Information Technology,0.01,-4510000.0,-4399000.0,-2073000.0,-2501000.0,176626000.0,197075000.0,186094000.0,143744000.0,27763000.0,56271000.0,51404000.0,40502000.0,72693000.0,75343000.0,71825000.0,71713000.0,681017000.0,672082000.0,613367000.0,577679000.0,168783000.0,170736000.0,169380000.0,183964000.0,0.21,0.17,0.16,0.14,NASDAQ,5356000.0,6964000.0,7454000.0,4195000.0,36212000.0,29591000.0,28346000.0,23603000.0,1,64778000.0,67375000.0,61363000.0,63425000.0,1993610.91,36212000.0,29591000.0,28346000.0,23603000.0,"1,993,610.91",38457000.0,31564000.0,30840000.0,26092000.0,128142000.0,127835000.0,127019000.0,118231000.0,44.27,"45,033.00",239292000.0,234742000.0,229684000.0,216036000.0,2004084000.0,2063247000.0,1992850000.0,1932503000.0,74183000.0,77181000.0,70217000.0,73702000.0,1506730000.0,1567026000.0,1517505000.0,1445628000.0,497354000.0,496221000.0,475345000.0,486875000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
2044,ANAB,ANAPTYSBIO INC,Health Care,0.0,-33000.0,-35000.0,-263000.0,-35000.0,71821000.0,191581000.0,123080000.0,98637000.0,-21322000.0,-10090000.0,-66672000.0,-10700000.0,10971000.0,30017000.0,43113000.0,27771000.0,367350000.0,448681000.0,431876000.0,363112000.0,40420000.0,43880000.0,45428000.0,44037000.0,-1.71,-1.14,-0.72,-1.28,NASDAQ,9000.0,0.0,-6000.0,44000.0,10953000.0,15413000.0,17404000.0,18061000.0,1,15096000.0,14607000.0,14112000.0,13613000.0,152058.9,-46660000.0,-32851000.0,-21784000.0,-39329000.0,"152,058.90",-40321000.0,-22757000.0,-9670000.0,-27539000.0,51292000.0,52774000.0,52783000.0,55310000.0,21.09,"7,210.00",10971000.0,30017000.0,43113000.0,27771000.0,427376000.0,493418000.0,483834000.0,422053000.0,16946000.0,16494000.0,16037000.0,15575000.0,9879000.0,84367000.0,70868000.0,34021000.0,417497000.0,409051000.0,412966000.0,388032000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Micro-Cap
2431,XPOF,XPONENTIAL FITNESS INC CLASS A,Consumer Discretionary,0.0,-2636000.0,-2250000.0,-278000.0,-864000.0,14999000.0,24794000.0,16676000.0,26583000.0,3001000.0,5233000.0,762000.0,5818000.0,27614000.0,28361000.0,27021000.0,25426000.0,85721000.0,95576000.0,84147000.0,100114000.0,91830000.0,94144000.0,107887000.0,122904000.0,-0.29,-0.29,-1.36,-0.1,New York Stock Exchange Inc.,132000.0,131000.0,-558000.0,485000.0,11256000.0,11843000.0,11606000.0,11388000.0,1,318454000.0,342038000.0,341742000.0,351562000.0,41443.4,-9516000.0,-13393000.0,-43084000.0,-1355000.0,"41,443.40",7783000.0,1740000.0,-4284000.0,2956000.0,41506000.0,50390000.0,61080000.0,48501000.0,8.6,"4,819.00",76903000.0,80491000.0,83817000.0,76883000.0,475239000.0,472177000.0,403397000.0,412449000.0,372002000.0,391282000.0,379623000.0,388643000.0,-223658000.0,-240146000.0,-310815000.0,-313709000.0,698897000.0,712323000.0,714212000.0,726158000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Nano-Cap
943,BCO,BRINKS,Industrials,0.01,-56700000.0,-51000000.0,-62600000.0,-58900000.0,1189200000.0,1226300000.0,1395300000.0,1226200000.0,-66100000.0,58400000.0,369800000.0,-60200000.0,937800000.0,943600000.0,934500000.0,939500000.0,2818900000.0,2836500000.0,2887900000.0,2765800000.0,1793400000.0,1802200000.0,1898400000.0,1822900000.0,1.02,0.65,,1.18,New York Stock Exchange Inc.,1100000.0,800000.0,2100000.0,900000.0,56500000.0,63000000.0,60100000.0,58500000.0,1,3475400000.0,3576400000.0,3605200000.0,3596900000.0,1315620.68,46200000.0,28900000.0,38500000.0,51600000.0,"1,315,620.68",121300000.0,115900000.0,94700000.0,121600000.0,194000000.0,199000000.0,235000000.0,185600000.0,113.69,"11,572.00",1253100000.0,1258500000.0,1264200000.0,1246700000.0,6561600000.0,6670600000.0,6623100000.0,6583600000.0,4006900000.0,4130700000.0,4253000000.0,4166300000.0,446600000.0,408100000.0,312500000.0,329000000.0,6115000000.0,6262500000.0,6310600000.0,6254600000.0,28624.069,29016.714,29374.914,29723.864,29962.047,23053.545,23223.906,23400.294,23542.349,23512.717,3.8333333333333335,4.0,4.166666666666667,4.133333333333333,4.1000000000000005,5.33,5.33,5.263333333333333,4.65,4.33,102.24276666666668,102.8633,102.71139999999998,102.40293333333334,103.4306,310.97433333333333,313.09566666666666,314.18266666666665,316.53866666666664,319.492,Small-Cap
